episode,reward,shortage,wastage,moving_avg_reward,moving_avg_shortage,moving_avg_wastage,epsilon,act_0_count,act_1_count,act_2_count,act_3_count,act_4_count
37,-1515.379087896249,1274.1943919308324,473.8374999999999,-1895.3078369553023,1281.5112805044876,497.3732782004885,0.9636582956114175,24.0,23.0,20.0,21.0,12.0
38,-1872.4526610506487,1261.7784801067244,472.9297921446697,-1894.7063849578112,1280.9919962834938,496.7300285674407,0.9626946373158061,18.0,24.0,18.0,21.0,19.0
39,-1697.6315833505066,1234.4043889003378,474.52499999999986,-1889.6531849165983,1279.7974422480281,496.16066886058326,0.9617319426784903,20.0,18.0,21.0,21.0,20.0
40,-1449.276343136728,1259.1842287578186,460.4999999999997,-1878.6437638721018,1279.2821119107732,495.2691521390686,0.9607702107358118,13.0,19.0,25.0,26.0,17.0
41,-1883.347641388431,1324.1853611915762,467.6906908210148,-1878.7584925920123,1280.377313112744,494.5965067410673,0.959809440525076,24.0,20.0,15.0,19.0,22.0
42,-1556.0696771038017,1219.8540372423965,456.2886212402071,-1871.075425556579,1278.9362827348787,493.6844142291421,0.9588496310845509,25.0,19.0,17.0,22.0,17.0
43,-2116.3615722740064,1277.3584660828915,527.1494265395373,-1876.7797545500073,1278.8995893243673,494.4626703293838,0.9578907814534664,21.0,25.0,18.0,15.0,21.0
44,-1834.0681581802578,1350.35169668271,477.3884183599911,-1875.809036450695,1280.5235008552388,494.07461914826126,0.9569328906720129,21.0,19.0,22.0,16.0,22.0
45,-2187.8898017044517,1372.6513691526065,520.1365807218729,-1882.7441645674453,1282.5707868174024,494.65377384989705,0.9559759577813409,17.0,24.0,21.0,18.0,20.0
46,-1777.257368138457,1195.3662177119072,496.6433338532485,-1880.450973340728,1280.675035315109,494.6970251543177,0.9550199818235596,26.0,21.0,20.0,17.0,16.0
47,-2318.192345064974,1419.7675795055682,533.1583972560071,-1889.764619547627,1283.6344511489485,495.5153522203111,0.9540649618417361,17.0,19.0,16.0,23.0,25.0
48,-1738.7756942608078,1166.607193388647,498.1714723509511,-1886.6190169374843,1281.1963832789422,495.570688056366,0.9531108968798944,24.0,23.0,18.0,17.0,18.0
49,-2058.816392471186,1297.4487405533157,500.9602050376704,-1890.1332490912334,1281.5280640396438,495.68067819884163,0.9521577859830145,21.0,22.0,19.0,18.0,20.0
50,-1875.4319633614618,1136.0207507367554,517.650837256328,-1889.839223376638,1278.617917773586,496.1200813799914,0.9512056281970315,22.0,24.0,20.0,18.0,16.0
51,-1530.5960088825093,1084.9531277223612,471.1663172989683,-1888.2769664915645,1274.2375289528838,496.52840772597074,0.9502544225688344,25.0,17.0,21.0,19.0,18.0
52,-1722.1587652010155,1220.740306758866,488.6048205982621,-1877.7056455742404,1271.7210890763524,495.7740150150232,0.9493041681462656,13.0,19.0,20.0,32.0,16.0
53,-1669.3193199899501,1331.2128799933,460.49999999999994,-1868.4540789864798,1272.990472097086,493.9889795629388,0.9483548639781193,19.0,20.0,22.0,20.0,19.0
54,-1946.9771065962407,1398.7336894197356,489.3948276874393,-1873.7475813674112,1277.7275409830995,494.1471520808933,0.9474065091141411,19.0,30.0,18.0,15.0,18.0
55,-1677.6642412295273,1293.0761608196854,477.30000000000007,-1859.5260223067246,1276.3906219693893,492.4562420915159,0.946459102605027,19.0,20.0,20.0,23.0,18.0
56,-1889.36830623049,1356.0851685692862,503.05310918703276,-1858.5158994173137,1274.8014993314273,493.0910542752565,0.9455126435024219,20.0,19.0,18.0,22.0,21.0
57,-1724.4495441329168,1421.6080294219446,468.78749999999997,-1858.3148267005674,1278.155450853597,493.0740542752566,0.9445671308589195,22.0,22.0,27.0,18.0,11.0
58,-1598.056156543003,1203.8050287699189,463.35678561780577,-1862.577755746988,1279.1056990527861,493.2117744674865,0.9436225637280606,16.0,17.0,24.0,26.0,17.0
59,-1515.5261898406923,1164.7583568550901,486.73515749983085,-1855.9731735979947,1278.4477577994069,493.3650774838998,0.9426789411643326,21.0,28.0,21.0,19.0,11.0
60,-1856.5845944543569,1268.4996509405369,476.9084026849398,-1857.3654554736465,1277.2003005039708,493.56501099553316,0.9417362622231683,25.0,17.0,20.0,19.0,19.0
61,-1571.1459054159825,1274.6555086239816,457.1626424800095,-1859.6568549731735,1278.0790649372555,493.49826384513335,0.9407945259609451,26.0,22.0,13.0,20.0,19.0
62,-1913.6272211961023,1306.3009231679707,475.75960025390253,-1858.3409148381502,1278.8326011697577,492.6352618162475,0.9398537314349842,21.0,21.0,18.0,20.0,20.0
63,-2307.8278324152607,1382.5352879696352,556.6548481536846,-1868.0787098783817,1283.0365914623317,493.81683016979673,0.9389138777035492,23.0,21.0,13.0,20.0,23.0
64,-1751.9836748621576,1297.9769465163872,475.6274069673872,-1861.5584148796975,1280.5086264953245,493.2074136895538,0.9379749638258457,16.0,19.0,18.0,25.0,22.0
65,-2599.547110745078,1333.2360104215932,607.0231508690352,-1871.7436680745077,1283.131408924892,495.0584312526422,0.9370369888620198,22.0,16.0,17.0,20.0,25.0
66,-2038.3798257160863,1364.9365504773903,514.4749999999999,-1878.2373101999792,1285.4692757688185,495.7885132216407,0.9360999518731578,18.0,20.0,21.0,22.0,19.0
67,-1228.321157180074,1058.2141047867158,458.9999999999999,-1863.1399965783864,1278.1342333544233,495.5587632216407,0.9351638519212846,24.0,19.0,21.0,25.0,11.0
68,-2079.9503895271027,1328.8897702233248,498.2679831071564,-1861.2723384031267,1277.4035028796015,494.92456559161803,0.9342286880693633,25.0,18.0,13.0,24.0,20.0
69,-2018.2269313963761,1256.2155674949295,524.6378034106194,-1859.4804926496693,1277.9814409431194,494.42049720801566,0.933294459381294,15.0,33.0,20.0,14.0,18.0
70,-1743.0137852601322,1230.7517524528978,475.35133996495466,-1859.9584775840328,1277.1794403842057,494.79778978522415,0.9323611649219127,13.0,23.0,28.0,21.0,15.0
71,-1680.3964600790987,1276.4394294396045,459.44525156668533,-1849.9420415964125,1278.0734967715875,493.10268784148667,0.9314288037569908,23.0,17.0,16.0,26.0,18.0
72,-2063.4302633324464,1377.509626351253,505.5020185844192,-1854.0943181147986,1278.3966367997707,493.58197821317503,0.9304973749532338,22.0,18.0,18.0,19.0,23.0
73,-1592.1996218078712,1215.373683713211,477.42031994866153,-1841.577230494544,1277.529756771805,492.4242503062763,0.9295668775782806,31.0,14.0,14.0,26.0,15.0
74,-1652.6577216294043,1210.0864118847026,475.52810380235127,-1834.7909459206805,1277.1793713987859,491.61604482895376,0.9286373107007023,19.0,13.0,21.0,24.0,23.0
75,-1924.3023383384523,1383.43519637,469.5622369392037,-1824.3851306372494,1278.5473182474996,489.7492616249219,0.9277086733900016,12.0,23.0,22.0,23.0,20.0
76,-1610.6147643300906,1284.5901643519219,470.6350883459421,-1827.605801178799,1280.3543486527315,489.91749796949813,0.9267809647166116,27.0,24.0,16.0,19.0,14.0
77,-1687.7369781820191,1280.3913187880128,459.15000000000003,-1827.3423707433349,1278.375395029089,489.90249796949814,0.925854183751895,24.0,20.0,19.0,15.0,22.0
78,-1880.7412181614243,1401.2932557136912,471.38471023435176,-1835.1330773196078,1280.5451816187256,490.3301921741852,0.9249283295681431,16.0,25.0,18.0,21.0,20.0
79,-2070.663507446639,1320.588805675612,504.4969491151269,-1845.5573274435926,1281.7257493304446,491.39792373423006,0.9240034012385749,20.0,20.0,22.0,19.0,19.0
80,-2123.4020829343435,1207.5292728673412,556.7641422307353,-1843.618613986213,1280.1564609973493,491.75998508122314,0.9230793978373364,23.0,18.0,18.0,21.0,20.0
81,-1609.1366096081986,1226.0494064054658,472.06249999999994,-1838.8645533618328,1277.9883372477625,491.81311008122316,0.9221563184394991,18.0,19.0,26.0,22.0,15.0
82,-1812.0743843412124,1343.557922894142,478.23749999999995,-1840.0848692375835,1280.247927425787,491.72325060522496,0.9212341621210596,25.0,21.0,19.0,21.0,14.0
83,-1224.9181866450158,1066.2121244300108,464.59999999999985,-1824.7440280003532,1275.5672557551582,490.51341687393773,0.9203129279589385,22.0,20.0,16.0,30.0,12.0
84,-2106.495764176586,1293.7175086002705,509.592617164871,-1828.33272923954,1274.6768574849102,490.4857295616976,0.9193926150309796,26.0,20.0,22.0,12.0,20.0
85,-1963.776128674242,1392.6744980812011,495.4414868362528,-1827.4968301133806,1278.1498722120857,490.3743547702317,0.9184732224159486,17.0,19.0,24.0,20.0,20.0
86,-1852.0861665669177,1224.8359085484985,496.80388524221934,-1822.3661310490197,1277.4128451492916,489.46847562746683,0.9175547491935327,16.0,17.0,20.0,27.0,20.0
87,-1613.0042857891272,1187.664926003778,495.0648343547899,-1824.3186350068772,1275.6822558307506,489.89302231456264,0.9166371944443392,21.0,24.0,29.0,14.0,12.0
88,-1618.9537434407937,1198.0445610495128,474.29689269724224,-1819.2486566546802,1274.4075774496064,489.9203643256141,0.9157205572498949,14.0,26.0,23.0,19.0,18.0
89,-1998.8887594516207,1319.6534437460098,513.2896852258299,-1825.2738001767027,1276.1125585465195,490.69565803013074,0.914804836692645,20.0,24.0,20.0,17.0,19.0
90,-1458.348270170472,1134.432638763409,452.69931202535895,-1825.4552387173776,1273.6175267466313,490.53964427063795,0.9138900318559524,22.0,20.0,21.0,20.0,17.0
91,-1509.1800040498538,1220.8283360332362,475.93749999999994,-1817.9718859706056,1271.5503862434643,490.7045804542176,0.9129761418240965,18.0,24.0,19.0,24.0,15.0
92,-2269.2635740605265,1422.9663126929,532.7387133391641,-1832.2357639097402,1275.6126317524747,492.23358229619674,0.9120631656822724,24.0,17.0,22.0,16.0,21.0
93,-1546.6637756307673,1162.5863979102749,476.41206238905283,-1820.8418079768753,1273.3171903890225,491.21883501318706,0.9111511025165902,19.0,22.0,19.0,24.0,16.0
94,-1515.972373416674,1197.7232489444493,461.88750000000005,-1814.4798922816035,1270.2646214342572,490.90881664598726,0.9102399514140735,18.0,27.0,17.0,23.0,15.0
95,-2004.362296899211,1303.8051788274602,497.65452865802035,-1810.809342185499,1268.8876976277543,490.4591756047102,0.9093297114626595,15.0,23.0,19.0,19.0,24.0
96,-1363.2650110972102,1130.5712147399095,453.4081889873456,-1802.5294950446741,1267.5917975683144,489.5944727073922,0.9084203817511969,17.0,24.0,22.0,21.0,16.0
97,-2656.9317312628414,1433.8386020202481,588.6877283110645,-1809.3042827686315,1267.873218018608,490.7050593284933,0.9075119613694457,15.0,24.0,22.0,15.0,24.0
98,-1882.1901767925672,1155.7184511950445,481.8625,-1812.1725724192665,1267.6554431747359,490.37887988147435,0.9066044494080763,15.0,14.0,23.0,26.0,22.0
99,-2248.2441142784974,1397.3544095189977,551.9625,-1815.9611268554127,1269.6535565540496,491.39892578072084,0.9056978449586682,18.0,17.0,18.0,29.0,18.0
100,-1716.2940998474928,1355.737733231662,471.93750000000006,-1812.7783695851335,1274.0478962039479,490.4846590355944,0.9047921471137096,22.0,18.0,18.0,25.0,17.0
101,-1910.4332471254029,1219.4252485854827,497.32495275587064,-1820.3751143499915,1276.73733862121,491.0078317447323,0.9038873549665959,17.0,17.0,26.0,21.0,19.0
102,-2587.7740749717577,1369.0104578768319,598.6414623202684,-1837.6874205454064,1279.7027416435692,493.2085645791725,0.9029834676116293,16.0,12.0,20.0,26.0,26.0
103,-2061.1809032774263,1367.0912034563728,508.780232021377,-1845.5246522111559,1280.4203081128308,494.1741692196,0.9020804841440176,18.0,22.0,24.0,17.0,19.0
104,-1805.8441935224753,1310.5254585936377,487.7234038408354,-1842.7019939496802,1278.6561434963087,494.14074074266796,0.9011784036598737,23.0,22.0,15.0,23.0,17.0
105,-1730.322707135564,1281.0734714237096,471.71249999999975,-1843.7551632678012,1278.4160897083893,494.02899074266793,0.9002772252562138,22.0,25.0,20.0,15.0,18.0
106,-1451.2108475458292,1221.807231697219,460.4999999999999,-1834.9920140941076,1275.7305309709482,493.17792855892736,0.8993769480309576,20.0,21.0,22.0,22.0,15.0
107,-1809.9412717430837,1279.2305480367725,489.3067875934382,-1836.7018486463112,1272.8829813432446,493.588314310796,0.8984775710829266,20.0,20.0,15.0,26.0,19.0
108,-1687.5112451626494,1340.1574967750996,478.775,-1838.490950418704,1275.6100307033482,493.89667859843996,0.8975790935118436,20.0,18.0,21.0,26.0,15.0
109,-1517.7130245029086,1075.8764142737111,457.89840309234086,-1838.5346871119484,1273.8323918517208,493.31994351029016,0.8966815144183318,25.0,24.0,15.0,21.0,15.0
110,-1801.488690915329,1386.305430130502,461.7872271620503,-1837.4327690411683,1276.18850743552,493.01751999983236,0.8957848329039134,27.0,14.0,22.0,22.0,15.0
111,-2500.409303050869,1406.3332783667267,561.2429812144575,-1856.0180369938657,1278.8220628303748,495.0991267745214,0.8948890480710096,13.0,22.0,20.0,18.0,27.0
112,-1381.2601353397765,1173.8400902265178,460.5000000000001,-1845.370695276739,1276.1728461715459,494.79393476944324,0.8939941590229386,22.0,26.0,22.0,17.0,13.0
113,-2120.5409646071894,1206.3538708526964,535.7019404597103,-1841.624957920578,1272.6492178292071,494.3748766155638,0.8931001648639156,22.0,19.0,17.0,21.0,21.0
114,-1839.1446783650892,1288.09333475771,493.65038306344036,-1843.3681779906367,1272.4515455940334,494.73533613748475,0.8922070646990518,18.0,16.0,27.0,19.0,20.0
115,-1670.7308401127448,1367.5081148745185,457.468667800967,-1824.7918525779899,1273.1369876830918,491.7442464761235,0.8913148576343527,19.0,22.0,23.0,20.0,16.0
116,-1775.1606329042988,1445.2445886028659,461.54374999999993,-1819.5274687217543,1274.7431484456015,490.6856214761235,0.8904235427767183,25.0,20.0,23.0,17.0,15.0
117,-1984.18670261627,1378.1678083787133,510.0505822184338,-1834.6447796304776,1281.1422225174413,491.70663312049226,0.8895331192339416,16.0,25.0,18.0,21.0,20.0
118,-1962.2198445892395,1265.2817027425538,486.6630381569084,-1832.2901687317205,1279.870061167826,491.4745342214872,0.8886435861147077,22.0,22.0,19.0,19.0,18.0
119,-1718.6296910280116,1082.8867497906274,499.6375665950025,-1826.2982239243534,1276.4034848137399,490.9745294851749,0.887754942528593,15.0,32.0,15.0,22.0,16.0
120,-1768.7816963951766,1298.2641011560818,472.27992544464826,-1826.8135821470541,1277.7537317878036,490.9131011947687,0.8868671875860644,27.0,13.0,15.0,24.0,21.0
121,-2161.2398113712957,1301.586537386795,538.8600052911025,-1836.430449172898,1278.2566739467472,492.5013962692571,0.8859803203984784,21.0,23.0,19.0,15.0,22.0
122,-1822.9973001690853,1198.5567544005803,498.6202190345412,-1831.621789909631,1274.677616507734,492.3637602782595,0.88509434007808,29.0,19.0,17.0,16.0,19.0
123,-1870.9100050105344,1343.612927452863,493.990613831239,-1837.195997573684,1277.242401382527,492.6951661559111,0.8842092457380019,21.0,17.0,15.0,24.0,23.0
124,-1619.710641991559,1251.4259576330421,463.1387510652083,-1836.5370559809276,1278.0691922974938,492.4473791011683,0.8833250364922639,27.0,13.0,20.0,24.0,16.0
125,-1598.700652848436,1213.7492242219832,489.82681651546096,-1830.0250222711268,1274.6754728545334,492.8526706926934,0.8824417114557717,15.0,28.0,23.0,19.0,15.0
126,-1729.7859865188702,1305.3489910125802,483.76249999999993,-1832.4084467149025,1275.0906493877465,493.1152189257745,0.8815592697443159,23.0,19.0,22.0,21.0,15.0
127,-1412.76411690889,1133.5094112725928,460.49999999999983,-1826.90898948944,1272.1530112374382,493.14221892577456,0.8806777104745716,18.0,27.0,16.0,25.0,14.0
128,-1462.1508135968916,1208.267209064595,453.7499999999998,-1818.5371813981494,1268.2924903044564,492.7895247210875,0.8797970327640969,19.0,22.0,25.0,18.0,16.0
129,-1755.7888480383394,1367.3398386041129,493.4786324527599,-1812.2396882099833,1269.2275109630264,492.56915838784016,0.8789172357313328,23.0,21.0,19.0,22.0,15.0
130,-1664.3719443826521,1153.1110115943004,473.35054881623915,-1803.0590854389493,1268.1391457375655,490.9008865195503,0.8780383184956015,22.0,17.0,21.0,24.0,16.0
131,-1744.665862501669,1230.5782156781356,487.86514635890614,-1805.7696704968191,1268.229721923019,491.21693944672836,0.8771602801771059,21.0,15.0,15.0,29.0,20.0
132,-1635.2852191750253,1291.6901461166833,464.25000000000006,-1802.233887193495,1267.1923663874697,490.9371894467283,0.8762831198969288,18.0,20.0,29.0,17.0,16.0
133,-1771.5024871332564,1260.3933247555044,474.1625,-1813.1655732032598,1271.0759903939797,491.1284394467283,0.8754068367770318,19.0,20.0,16.0,24.0,21.0
134,-1611.2918248874234,1333.861216591616,460.49999999999994,-1803.2614944174763,1271.8788645538066,490.14658710343093,0.8745314299402548,15.0,23.0,20.0,25.0,17.0
135,-2053.8557019853656,1353.078801323577,511.9875000000002,-1805.063085883699,1271.086950618654,490.47750736670577,0.8736568985103146,18.0,23.0,14.0,25.0,20.0
136,-1707.380697520477,1263.1787983469849,479.8624999999999,-1802.1689765027702,1271.853808414624,490.1386796618615,0.8727832416118043,17.0,22.0,19.0,26.0,16.0
137,-1514.7003514978428,1260.725234331895,457.61250000000007,-1800.2028978169444,1273.315014581186,489.3896329747657,0.8719104583701925,24.0,22.0,18.0,25.0,11.0
138,-1864.5810239019777,1439.287349267986,476.65000000000003,-1805.115443426168,1278.1398703455557,489.4366951208209,0.8710385479118223,17.0,15.0,16.0,34.0,18.0
139,-1842.760806400394,1310.5726820864265,471.97182228055624,-1801.9928843651435,1277.958255112364,488.6103378619154,0.8701675093639105,18.0,26.0,15.0,22.0,19.0
140,-2261.5834177097527,1281.223786954359,522.9977372782153,-1818.0575873159294,1280.8940780761832,490.0163063669726,0.8692973418545467,19.0,23.0,20.0,16.0,22.0
141,-1940.3328552841926,1385.4906766963297,489.4694322607124,-1826.6806443406165,1284.1873248894449,490.28694501218683,0.8684280445126921,12.0,19.0,22.0,24.0,23.0
142,-1614.5500152604598,1226.9746072644145,459.490079790252,-1813.586373164615,1280.267490780875,488.82197234120855,0.8675596164681794,23.0,21.0,23.0,14.0,19.0
143,-1992.6110587423136,1306.5323724948755,515.5625000000002,-1822.505318826846,1283.146410272567,489.6049810934275,0.8666920568517111,17.0,23.0,19.0,19.0,22.0
144,-2191.0322061625684,1434.1736202131572,486.9138985627033,-1836.0065154817637,1287.8754176979412,490.10550906468154,0.8658253647948594,15.0,21.0,19.0,21.0,24.0
145,-1742.6735311204418,1215.596503437375,490.69791157655106,-1830.7727401661882,1286.1112441901396,489.9663767230522,0.8649595394300645,16.0,19.0,31.0,17.0,17.0
146,-2353.2853456928988,1392.0636409604108,524.9887843731954,-1850.573146858102,1291.3410927145496,491.3979886307691,0.8640945798906344,13.0,19.0,23.0,18.0,27.0
147,-1646.103255003391,1269.8021700022605,477.1500000000001,-1830.356577332913,1288.06036407419,489.16723406454787,0.8632304853107438,27.0,15.0,21.0,22.0,15.0
148,-1781.3852175965237,1371.5484783976824,487.81250000000006,-1828.3404781489924,1292.3769646182425,489.2862340645479,0.862367254825433,23.0,20.0,24.0,21.0,12.0
149,-1989.8754899945263,1393.0383683263778,483.2081810075883,-1823.173105663313,1292.29064379439,487.9111476846996,0.8615048875706075,19.0,12.0,29.0,19.0,21.0
150,-1911.8584646115573,1283.7344517775107,502.8481895930546,-1827.0843929585942,1290.8505781653073,488.5293614765607,0.8606433826830369,21.0,21.0,22.0,13.0,23.0
151,-1475.480987993003,1312.653991995335,460.5,-1818.3853477759462,1292.715153033504,487.79286242144326,0.8597827393003539,20.0,23.0,19.0,26.0,12.0
152,-1512.4134271951189,1160.2756181300792,459.00000000000017,-1796.8781348204132,1288.5404562385693,485.0000331750379,0.8589229565610536,22.0,28.0,11.0,19.0,20.0
153,-1489.879426459295,1210.4987843061967,481.1312500000001,-1785.452105284051,1285.4086078555656,484.4470535346103,0.8580640336044925,17.0,22.0,25.0,20.0,16.0
154,-2826.6805259548337,1494.3460988050579,599.6914730091326,-1805.8688319326977,1289.085020659794,486.68641491797626,0.857205969570888,14.0,15.0,21.0,24.0,26.0
155,-2341.4272095925962,1312.737684863821,556.4636571304768,-1818.0909219818384,1289.7183049285964,488.3814380605859,0.8563487636013172,17.0,17.0,26.0,17.0,23.0
156,-1662.9102068920083,1369.848471261339,458.1375000000001,-1822.3249091687621,1292.6791297198786,488.33418806058586,0.8554924148377159,16.0,19.0,21.0,26.0,18.0
157,-1541.3376886211215,1241.3122459789972,459.36931965262556,-1816.9528375063228,1291.9207636787232,487.7354387017696,0.8546369224228781,14.0,28.0,20.0,22.0,16.0
158,-1939.6763128435343,1241.2802666618495,529.218837902116,-1821.9961388599404,1289.943219076458,488.744315459812,0.8537822855004553,26.0,23.0,12.0,21.0,18.0
159,-1744.8355414094922,1156.3986942729946,478.9875,-1826.5385891980725,1291.553664676444,489.16609739796513,0.8529285032149548,18.0,22.0,18.0,23.0,19.0
160,-1695.7519524076897,1273.5598535581034,461.16217207053484,-1824.4238544279194,1289.2987531449958,489.15359629613476,0.8520755747117399,20.0,18.0,21.0,21.0,20.0
161,-1588.4442014384344,1219.49613429229,479.2,-1806.1845523956708,1285.5620102635069,487.51273667184563,0.8512234991370281,15.0,26.0,24.0,18.0,17.0
162,-1555.4492892821709,1228.9245261881138,489.3125,-1809.6683354745185,1286.663698982739,488.0889866718457,0.8503722756378911,14.0,23.0,30.0,19.0,14.0
163,-1381.6292129174346,1220.3194752782902,459.14999999999986,-1794.8901004407235,1286.9430110712508,486.5579478626515,0.8495219033622532,23.0,25.0,24.0,17.0,11.0
164,-1476.2847088225053,1302.5231392150035,460.4999999999999,-1787.6329010498719,1287.2316071603966,485.8949402013827,0.8486723814588909,20.0,19.0,23.0,25.0,13.0
165,-1969.8327570454287,1288.8719279492598,519.5996455463137,-1793.6149393885253,1285.6588834218915,487.13755975628953,0.847823709077432,18.0,23.0,18.0,20.0,21.0
