episode,reward,shortage,wastage,moving_avg_reward,moving_avg_shortage,moving_avg_wastage,epsilon,act_0_count,act_1_count,act_2_count,act_3_count,act_4_count
37,-1515.379087896249,1274.1943919308324,473.8374999999999,-1895.29146403422,1281.5085649956254,497.37056269162616,0.9636582956114175,24.0,23.0,20.0,21.0,12.0
38,-1872.4526610506487,1261.7784801067244,472.9297921446697,-1894.6904429030735,1280.9893522353912,496.7273845193378,0.9626946373158061,18.0,24.0,19.0,20.0,19.0
39,-1697.6315833505066,1234.4043889003378,474.52499999999986,-1889.6376516324947,1279.7948659960307,496.1580926085856,0.9617319426784903,20.0,18.0,21.0,21.0,20.0
40,-1449.276343136728,1259.1842287578186,460.4999999999997,-1878.6286189201012,1279.2796000650753,495.26664029337087,0.9607702107358118,13.0,19.0,25.0,26.0,17.0
41,-1883.347641388431,1324.1853611915762,467.6906908210148,-1878.7437170290848,1280.3748625315754,494.5940561598988,0.959809440525076,26.0,18.0,15.0,19.0,22.0
42,-1556.0696771038017,1219.8540372423965,456.2886212402071,-1871.0610017927688,1278.9338905008806,493.6820219951443,0.9588496310845509,25.0,19.0,17.0,22.0,17.0
43,-2116.3615722740064,1277.3584660828915,527.1494265395373,-1876.765666222565,1278.897252723718,494.4603337287348,0.9578907814534664,21.0,25.0,18.0,15.0,21.0
44,-1834.0681581802578,1350.35169668271,477.3884183599911,-1875.7952683125127,1280.5212173591497,494.07233565217246,0.9569328906720129,21.0,19.0,22.0,16.0,22.0
45,-2187.8898017044517,1372.6513691526065,520.1365807218729,-1882.730702387889,1282.568554065671,494.65154109816575,0.9559759577813409,19.0,22.0,21.0,18.0,20.0
46,-1777.257368138457,1195.3662177119072,496.6433338532485,-1880.4378038172492,1280.6728511014587,494.6948409406676,0.9550199818235596,26.0,21.0,20.0,17.0,16.0
47,-2318.192345064974,1419.7675795055682,533.1583972560071,-1889.7517302267754,1283.6323134079291,495.5132144792918,0.9540649618417361,17.0,19.0,16.0,23.0,25.0
48,-1738.7756942608078,1166.607193388647,498.1714723509511,-1886.6063961441505,1281.1942900741942,495.56859485161795,0.9531108968798944,24.0,23.0,18.0,17.0,18.0
49,-2058.816392471186,1297.4487405533157,500.9602050376704,-1890.1208858651103,1281.52601355336,495.6786277125578,0.9521577859830145,21.0,22.0,19.0,18.0,20.0
50,-1875.4319633614618,1136.0207507367554,517.650837256328,-1889.8271074150375,1278.6159082970278,496.11807190343325,0.9512056281970315,22.0,24.0,20.0,18.0,16.0
51,-1530.5960088825095,1084.9531277223612,471.1663172989683,-1888.264850529964,1274.2355194763259,496.5263982494126,0.9502544225688344,25.0,18.0,21.0,18.0,18.0
52,-1722.1587652010155,1220.740306758866,488.6048205982621,-1877.6935296126396,1271.7190795997944,495.77200553846507,0.9493041681462656,13.0,20.0,20.0,31.0,16.0
53,-1669.3193199899501,1331.2128799933,460.49999999999994,-1868.441963024879,1272.9884626205278,493.98697008638067,0.9483548639781193,19.0,20.0,22.0,20.0,19.0
54,-1946.9771065962407,1398.7336894197356,489.3948276874393,-1873.7354654058104,1277.7255315065413,494.14514260433515,0.9474065091141411,20.0,27.0,21.0,14.0,18.0
55,-1677.6642412295273,1293.0761608196854,477.30000000000007,-1859.5139063451238,1276.3886124928308,492.45423261495773,0.946459102605027,18.0,20.0,21.0,23.0,18.0
56,-1889.36830623049,1356.0851685692862,503.05310918703276,-1858.503783455713,1274.799489854869,493.0890447986983,0.9455126435024219,20.0,19.0,18.0,22.0,21.0
57,-1724.4495441329168,1421.6080294219444,468.7875,-1858.3027107389667,1278.1534413770387,493.0720447986984,0.9445671308589195,21.0,22.0,27.0,19.0,11.0
58,-1598.056156543003,1203.8050287699189,463.35678561780577,-1862.5656397853872,1279.1036895762281,493.20976499092836,0.9436225637280606,16.0,17.0,24.0,26.0,17.0
59,-1515.5261898406923,1164.7583568550901,486.73515749983085,-1855.961057636394,1278.4457483228484,493.36306800734167,0.9426789411643326,20.0,29.0,21.0,19.0,11.0
60,-1856.5845944543569,1268.4996509405369,476.9084026849398,-1857.3533395120457,1277.1982910274128,493.563001518975,0.9417362622231683,25.0,17.0,20.0,19.0,19.0
61,-1571.1459054159825,1274.6555086239816,457.1626424800095,-1859.6447390115727,1278.0770554606972,493.4962543685752,0.9407945259609451,26.0,22.0,14.0,19.0,19.0
62,-1913.6272211961023,1306.3009231679707,475.75960025390253,-1858.3287988765494,1278.8305916931995,492.63325233968936,0.9398537314349842,22.0,21.0,18.0,19.0,20.0
63,-2307.8278324152607,1382.5352879696352,556.6548481536846,-1868.066593916781,1283.0345819857737,493.8148206932386,0.9389138777035492,22.0,22.0,14.0,19.0,23.0
64,-1751.9836748621576,1297.9769465163872,475.6274069673872,-1861.5462989180967,1280.5066170187663,493.20540421299563,0.9379749638258457,17.0,18.0,17.0,26.0,22.0
65,-2599.547110745078,1333.2360104215932,607.0231508690352,-1871.731552112907,1283.1293994483337,495.05642177608405,0.9370369888620198,22.0,15.0,19.0,19.0,25.0
66,-2038.3798257160863,1364.9365504773903,514.4749999999999,-1878.2251942383782,1285.4672662922605,495.78650374508254,0.9360999518731578,18.0,22.0,20.0,21.0,19.0
67,-1228.321157180074,1058.2141047867158,458.9999999999999,-1863.1278806167857,1278.1322238778653,495.5567537450825,0.9351638519212846,23.0,20.0,21.0,25.0,11.0
68,-2079.9503895271027,1328.8897702233248,498.2679831071564,-1861.2602224415261,1277.401493403043,494.9225561150599,0.9342286880693633,25.0,17.0,14.0,24.0,20.0
69,-2018.2269313963761,1256.2155674949295,524.6378034106194,-1859.4683766880685,1277.9794314665614,494.4184877314575,0.933294459381294,15.0,33.0,20.0,14.0,18.0
70,-1743.0137852601322,1230.7517524528978,475.35133996495466,-1859.9584775840328,1277.1794403842057,494.79778978522415,0.9323611649219127,13.0,23.0,28.0,21.0,15.0
71,-1680.3964600790987,1276.4394294396045,459.44525156668533,-1849.9420415964125,1278.0734967715875,493.10268784148667,0.9314288037569908,24.0,17.0,14.0,27.0,18.0
72,-2053.4302633324464,1377.509626351253,505.5020185844192,-1853.8943181147986,1278.3966367997707,493.58197821317503,0.9304973749532338,20.0,19.0,19.0,19.0,23.0
73,-1592.1996218078712,1215.373683713211,477.42031994866153,-1841.377230494544,1277.529756771805,492.4242503062763,0.9295668775782806,32.0,13.0,15.0,25.0,15.0
74,-1652.6577216294043,1210.0864118847026,475.52810380235127,-1834.5909459206805,1277.1793713987859,491.61604482895376,0.9286373107007023,17.0,13.0,23.0,24.0,23.0
75,-1932.3023383384523,1383.43519637,469.5622369392037,-1824.3451306372494,1278.5473182474996,489.749261624922,0.9277086733900016,13.0,22.0,23.0,22.0,20.0
76,-1610.6147643300906,1284.5901643519219,470.6350883459421,-1827.5658011787991,1280.3543486527315,489.91749796949813,0.9267809647166116,29.0,22.0,15.0,20.0,14.0
77,-1687.7369781820191,1280.3913187880128,459.15000000000003,-1827.3023707433347,1278.375395029089,489.90249796949814,0.925854183751895,23.0,20.0,20.0,15.0,22.0
78,-1880.7412181614243,1401.2932557136912,471.38471023435176,-1835.0930773196078,1280.5451816187256,490.3301921741852,0.9249283295681431,16.0,25.0,18.0,21.0,20.0
79,-2070.663507446639,1320.588805675612,504.4969491151269,-1845.5173274435926,1281.7257493304446,491.39792373423006,0.9240034012385749,21.0,20.0,22.0,18.0,19.0
80,-2126.2145829343435,1209.6542728673412,556.3891422307353,-1843.6348639862128,1280.1989609973493,491.75248508122314,0.9230793978373364,23.0,17.0,20.0,20.0,20.0
81,-1609.1366096081986,1226.0494064054658,472.06249999999994,-1838.8808033618327,1278.0308372477625,491.8056100812231,0.9221563184394991,19.0,19.0,25.0,22.0,15.0
82,-1812.0743843412124,1343.557922894142,478.23749999999995,-1840.1011192375836,1280.2904274257871,491.71575060522497,0.9212341621210596,24.0,21.0,19.0,22.0,14.0
83,-1225.4691935721048,1066.6284407749224,464.5265324097213,-1824.771298138895,1275.6180820820564,490.5044475221322,0.9203129279589385,21.0,18.0,19.0,30.0,12.0
84,-2106.495764176586,1293.7175086002705,509.592617164871,-1828.359999378082,1274.7276838118082,490.476760209892,0.9193926150309796,25.0,21.0,22.0,12.0,20.0
85,-1963.776128674242,1392.6744980812011,495.4414868362528,-1827.5241002519222,1278.200698538984,490.3653854184262,0.9184732224159486,17.0,18.0,25.0,20.0,20.0
86,-1852.0861665669177,1224.8359085484985,496.80388524221934,-1822.3934011875615,1277.4636714761898,489.4595062756613,0.9175547491935327,17.0,17.0,20.0,26.0,20.0
87,-1613.0042857891272,1187.664926003778,495.06483435478987,-1824.345905145419,1275.7330821576488,489.88405296275704,0.9166371944443392,21.0,25.0,28.0,14.0,12.0
88,-1618.9537434407937,1198.0445610495128,474.29689269724224,-1819.275926793222,1274.4584037765046,489.91139497380857,0.9157205572498949,15.0,26.0,22.0,19.0,18.0
89,-1998.8887594516207,1319.6534437460098,513.2896852258298,-1825.3010703152445,1276.1633848734177,490.68668867832514,0.914804836692645,20.0,25.0,19.0,17.0,19.0
90,-1458.348270170472,1134.432638763409,452.699312025359,-1825.4825088559194,1273.6683530735295,490.53067491883235,0.9138900318559524,23.0,20.0,20.0,20.0,17.0
91,-1509.1800040498538,1220.8283360332362,475.93749999999994,-1817.9991561091476,1271.6012125703628,490.695611102412,0.9129761418240965,18.0,22.0,19.0,26.0,15.0
92,-2269.2635740605265,1422.9663126929,532.7387133391641,-1832.2630340482822,1275.663458079373,492.2246129443912,0.9120631656822724,23.0,17.0,22.0,17.0,21.0
93,-1546.6637756307673,1162.5863979102746,476.4120623890529,-1820.8690781154173,1273.3680167159207,491.20986566138146,0.9111511025165902,18.0,22.0,19.0,25.0,16.0
94,-1515.972373416674,1197.7232489444493,461.88750000000005,-1814.5071624201455,1270.3154477611554,490.89984729418165,0.9102399514140735,18.0,27.0,17.0,23.0,15.0
95,-2004.362296899211,1303.8051788274602,497.65452865802035,-1810.836612324041,1268.9385239546525,490.45020625290476,0.9093297114626595,16.0,22.0,20.0,18.0,24.0
96,-1365.2650110972102,1130.5712147399095,453.40818898734557,-1802.596765183216,1267.6426238952126,489.58550335558664,0.9084203817511969,18.0,24.0,21.0,20.0,17.0
97,-2656.9317312628414,1433.8386020202481,588.6877283110645,-1809.3715529071735,1267.9240443455062,490.69608997668774,0.9075119613694457,17.0,22.0,22.0,15.0,24.0
98,-1882.1901767925672,1155.7184511950445,481.8625,-1812.2398425578085,1267.706269501634,490.3699105296688,0.9066044494080763,15.0,14.0,22.0,27.0,22.0
99,-2248.2441142784974,1397.3544095189977,551.9625,-1816.0283969939546,1269.7043828809478,491.3899564289154,0.9056978449586682,19.0,17.0,16.0,30.0,18.0
100,-1716.2940998474928,1355.737733231662,471.93750000000006,-1812.8456397236753,1274.098722530846,490.4756896837888,0.9047921471137096,21.0,18.0,20.0,24.0,17.0
101,-1910.4332471254029,1219.4252485854827,497.32495275587064,-1820.4423844885332,1276.7881649481083,490.99886239292675,0.9038873549665959,17.0,17.0,26.0,21.0,19.0
102,-2587.7740749717577,1369.0104578768319,598.6414623202684,-1837.754690683948,1279.7535679704674,493.19959522736696,0.9029834676116293,16.0,12.0,20.0,26.0,26.0
103,-2061.1809032774263,1367.0912034563728,508.780232021377,-1845.5919223496976,1280.471134439729,494.16519986779446,0.9020804841440176,18.0,23.0,23.0,17.0,19.0
104,-1805.8441935224753,1310.5254585936377,487.7234038408354,-1842.7692640882221,1278.7069698232071,494.1317713908624,0.9011784036598737,24.0,22.0,14.0,22.0,18.0
105,-1730.322707135564,1281.0734714237096,471.71249999999975,-1843.8224334063427,1278.4669160352876,494.0200213908624,0.9002772252562138,22.0,25.0,20.0,15.0,18.0
106,-1463.0173620908236,1222.7702633778524,461.4630316806331,-1835.2954145235497,1275.800617931459,493.1882198407344,0.8993769480309576,18.0,22.0,21.0,23.0,16.0
107,-1809.941271743084,1279.2305480367722,489.3067875934382,-1837.0052490757525,1272.9530683037556,493.5986055926031,0.8984775710829266,21.0,19.0,15.0,25.0,20.0
108,-1687.5112451626494,1340.1574967750996,478.775,-1838.7943508481458,1275.6801176638592,493.9069698802471,0.8975790935118436,19.0,20.0,19.0,27.0,15.0
109,-1517.7130245029086,1075.8764142737111,457.89840309234086,-1838.8380875413902,1273.9024788122315,493.33023479209726,0.8966815144183318,24.0,22.0,15.0,24.0,15.0
110,-1801.488690915329,1386.305430130502,461.7872271620503,-1837.7361694706096,1276.2585943960307,493.0278112816395,0.8957848329039134,25.0,15.0,23.0,22.0,15.0
111,-2500.409303050869,1406.3332783667267,561.2429812144575,-1856.3214374233075,1278.8921497908857,495.1094180563285,0.8948890480710096,13.0,20.0,22.0,18.0,27.0
112,-1423.2601353397763,1173.8400902265178,460.5,-1846.5140957061806,1276.2429331320568,494.8042260512504,0.8939941590229386,23.0,24.0,21.0,18.0,14.0
113,-2120.5409646071894,1206.3538708526964,535.7019404597103,-1842.7683583500195,1272.7193047897179,494.3851678973708,0.8931001648639156,22.0,19.0,18.0,20.0,21.0
114,-1839.144678365089,1288.0933347577102,493.65038306344036,-1844.5115784200782,1272.5216325545443,494.74562741929185,0.8922070646990518,19.0,16.0,27.0,17.0,21.0
115,-1670.7308401127448,1367.5081148745185,457.468667800967,-1825.9352530074318,1273.2070746436027,491.7545377579306,0.8913148576343527,20.0,22.0,20.0,22.0,16.0
116,-1775.1606329042988,1445.2445886028659,461.54374999999993,-1820.6708691511956,1274.8132354061122,490.69591275793056,0.8904235427767183,24.0,21.0,22.0,17.0,16.0
117,-1992.18670261627,1378.167808378713,510.0505822184338,-1835.9481800599197,1281.2123094779522,491.71692440229924,0.8895331192339416,15.0,26.0,19.0,20.0,20.0
118,-1962.2198445892395,1265.2817027425538,486.6630381569084,-1833.5935691611623,1279.940148128337,491.48482550329436,0.8886435861147077,24.0,20.0,19.0,19.0,18.0
119,-1718.6296910280116,1082.8867497906274,499.6375665950025,-1827.6016243537947,1276.4735717742508,490.98482076698195,0.887754942528593,15.0,33.0,15.0,21.0,16.0
120,-1832.1879463951766,1306.126601156082,480.14242544464815,-1829.3851075764958,1277.9810687483143,491.0806424765758,0.8868671875860644,25.0,13.0,15.0,24.0,23.0
121,-2161.2398113712957,1301.586537386795,538.8600052911025,-1839.00197460234,1278.4840109072582,492.66893755106406,0.8859803203984784,20.0,23.0,17.0,18.0,22.0
122,-1822.9973001690853,1198.5567544005803,498.6202190345412,-1834.3933153390724,1274.904953468245,492.5313015600667,0.88509434007808,30.0,19.0,17.0,15.0,19.0
123,-1880.9100050105342,1343.6129274528628,493.99061383123905,-1840.1675230031253,1277.469738343038,492.8627074377182,0.8842092457380019,19.0,17.0,15.0,24.0,25.0
124,-1619.710641991559,1251.4259576330421,463.1387510652083,-1839.5085814103688,1278.2965292580047,492.6149203829753,0.8833250364922639,29.0,12.0,18.0,25.0,16.0
125,-1598.700652848436,1213.7492242219832,489.82681651546096,-1832.8365477005686,1274.9028098150443,493.0202119745005,0.8824417114557717,16.0,29.0,23.0,17.0,15.0
126,-1729.7859865188702,1305.3489910125807,483.7625,-1835.2199721443437,1275.3179863482576,493.2827602075816,0.8815592697443159,26.0,17.0,21.0,21.0,15.0
127,-1435.54536690889,1150.721911272593,457.4624999999998,-1830.1761399188813,1272.724598197949,493.24901020758165,0.8806777104745716,19.0,27.0,14.0,25.0,15.0
128,-1462.1508135968916,1208.2672090645951,453.7499999999997,-1821.8043318275907,1268.8640772649674,492.8963160028946,0.8797970327640969,18.0,22.0,25.0,19.0,16.0
129,-1755.7888480383394,1367.3398386041129,493.4786324527599,-1815.5068386394248,1269.7990979235371,492.67594966964725,0.8789172357313328,22.0,21.0,18.0,24.0,15.0
130,-1664.3719443826521,1153.1110115943004,473.35054881623915,-1806.269985868391,1268.6682326980765,491.01517780135725,0.8780383184956015,23.0,17.0,21.0,23.0,16.0
131,-1736.665862501669,1230.5782156781354,487.86514635890603,-1808.8205709262606,1268.7588088835298,491.33123072853544,0.8771602801771059,21.0,14.0,16.0,29.0,20.0
132,-1635.2852191750253,1291.6901461166833,464.25000000000006,-1805.2847876229366,1267.7214533479807,491.0514807285354,0.8762831198969288,18.0,20.0,28.0,18.0,16.0
133,-1771.5024871332564,1260.3933247555044,474.1625,-1816.2054534941597,1271.5967510275923,491.244200080341,0.8754068367770318,18.0,20.0,18.0,23.0,21.0
134,-1603.2918248874232,1333.8612165916163,460.49999999999994,-1806.1413747083761,1272.3996251874191,490.2623477370435,0.8745314299402548,14.0,22.0,22.0,26.0,16.0
135,-2053.8557019853656,1353.078801323577,511.98750000000007,-1807.942966174599,1271.6077112522667,490.5932680003185,0.8736568985103146,19.0,23.0,14.0,23.0,21.0
136,-1707.380697520477,1263.1787983469849,479.8624999999999,-1805.04885679367,1272.3745690482365,490.2544402954741,0.8727832416118043,19.0,21.0,18.0,26.0,16.0
137,-1514.7003514978428,1260.725234331895,457.61250000000007,-1803.0827781078444,1273.8357752147988,489.50539360837837,0.8719104583701925,24.0,23.0,17.0,25.0,11.0
138,-1864.5810239019777,1439.287349267986,476.65000000000003,-1807.995323717068,1278.6606309791682,489.55245575443354,0.8710385479118223,17.0,15.0,18.0,32.0,18.0
139,-1896.1983064003937,1323.7476820864265,469.64682228055625,-1805.9415146560434,1278.7425157459766,488.67959849552807,0.8701675093639105,18.0,24.0,18.0,19.0,21.0
140,-2380.5229273098225,1295.8088763514438,536.8328266753,-1824.3850077988307,1281.9700404977373,490.36226878852693,0.8692973418545467,20.0,21.0,18.0,17.0,24.0
141,-1940.3328552841926,1385.49067669633,489.4694322607123,-1833.0080648235175,1285.2632873109992,490.63290743374114,0.8684280445126921,12.0,16.0,24.0,24.0,24.0
142,-1622.5500152604598,1226.9746072644145,459.490079790252,-1820.0737936475166,1281.3434532024296,489.1679347627629,0.8675596164681794,26.0,16.0,26.0,13.0,19.0
143,-1992.6110587423136,1306.5323724948755,515.5625000000002,-1828.992739309747,1284.2223726941215,489.95094351498176,0.8666920568517111,15.0,25.0,19.0,19.0,22.0
144,-2191.0322061625684,1434.1736202131574,486.9138985627033,-1842.493935964665,1288.9513801194955,490.4514714862359,0.8658253647948594,14.0,22.0,19.0,21.0,24.0
145,-1744.8621403340053,1217.2501192876232,490.4060970147426,-1837.3039328333607,1287.220278928699,490.3065028533703,0.8649595394300645,16.0,21.0,29.0,17.0,17.0
146,-2556.1603456928988,1404.813640960411,537.7387843731954,-1861.1218395252747,1292.7051274531088,491.9931147610873,0.8640945798906344,12.0,19.0,24.0,16.0,29.0
147,-1624.322005003391,1266.1896700022605,473.53749999999997,-1840.4696450000856,1289.3521488127492,489.6901101948659,0.8632304853107438,27.0,14.0,21.0,21.0,17.0
148,-1781.3852175965237,1371.5484783976824,487.81250000000006,-1838.4535458161647,1293.668749356802,489.8091101948659,0.862367254825433,23.0,19.0,25.0,21.0,12.0
149,-1989.8754899945263,1393.0383683263778,483.2081810075883,-1833.2861733304856,1293.5824285329495,488.4340238150177,0.8615048875706075,18.0,13.0,29.0,19.0,21.0
150,-1911.8584646115573,1283.7344517775107,502.8481895930546,-1837.1974606257666,1292.1423629038666,489.05223760687886,0.8606433826830369,21.0,22.0,21.0,13.0,23.0
151,-1475.480987993003,1312.653991995335,460.5,-1828.4984154431188,1294.0069377720638,488.31573855176146,0.8597827393003539,20.0,21.0,17.0,28.0,14.0
152,-1512.4134271951189,1160.2756181300792,459.00000000000017,-1806.9912024875857,1289.8322409771288,485.522909305356,0.8589229565610536,21.0,27.0,11.0,21.0,20.0
153,-1489.879426459295,1210.4987843061967,481.1312500000001,-1795.5651729512233,1286.700392594125,484.9699296649285,0.8580640336044925,17.0,23.0,24.0,19.0,17.0
154,-2826.6805259548337,1494.3460988050583,599.6914730091326,-1815.9818995998708,1290.3768053983536,487.20929104829446,0.857205969570888,14.0,18.0,17.0,24.0,27.0
155,-2341.4272095925962,1312.737684863821,556.4636571304768,-1828.203989649011,1291.0100896671556,488.904314190904,0.8563487636013172,18.0,17.0,25.0,17.0,23.0
156,-1696.9102068920083,1369.8484712613388,458.13750000000005,-1832.8818465450347,1293.9516538248254,488.83780355729135,0.8554924148377159,18.0,20.0,17.0,25.0,20.0
157,-1541.3376886211215,1241.3122459789972,459.36931965262556,-1827.5097748825951,1293.1932877836696,488.2390541984751,0.8546369224228781,14.0,29.0,19.0,22.0,16.0
158,-1936.3117071167262,1240.722234492525,528.6608057327916,-1832.485784121677,1291.2045825380183,489.23677031313093,0.8537822855004553,24.0,23.0,12.0,22.0,19.0
159,-1744.8355414094922,1156.3986942729946,478.9875,-1837.0282344598088,1292.8150281380042,489.6585522512841,0.8529285032149548,16.0,23.0,18.0,24.0,19.0
160,-1695.7519524076897,1273.5598535581034,461.16217207053484,-1834.913499689656,1290.5601166065562,489.6460511494538,0.8520755747117399,20.0,18.0,19.0,22.0,21.0
161,-1588.4442014384344,1219.4961342922898,479.20000000000005,-1816.6741976574071,1286.8233737250673,488.0051915251647,0.8512234991370281,16.0,23.0,23.0,18.0,20.0
162,-1563.4492892821709,1228.9245261881142,489.3125,-1819.4779807362552,1287.9250624442993,488.5814415251647,0.8503722756378911,17.0,22.0,28.0,18.0,15.0
163,-1431.6292129174346,1220.31947527829,459.1499999999999,-1805.69974570246,1288.204374532811,487.05040271597056,0.8495219033622532,20.0,23.0,26.0,16.0,15.0
164,-1476.2847088225053,1302.5231392150033,460.49999999999994,-1798.4425463116086,1288.4929706219568,486.3873950547017,0.8486723814588909,22.0,16.0,23.0,24.0,15.0
165,-1969.8327570454287,1288.8719279492598,519.5996455463136,-1804.424584650262,1286.920246883452,487.6300146096086,0.847823709077432,19.0,23.0,16.0,20.0,22.0
