episode,reward,shortage,moving_avg_reward,epsilon
29,-1549.4510012473957,1261.5604200896753,-1888.2398599549906,0.9714023696327185
30,-2220.337755803331,1285.9936895220962,-1899.309789816602,0.9704309672630859
31,-1846.839640827217,1334.455593884811,-1897.6172043653316,0.9694605362958227
32,-1751.058590553656,1230.5784139929196,-1893.0372476837165,0.9684910757595269
33,-1991.9602485065327,1300.2457079614505,-1896.034914375317,0.9675225846837673
34,-1927.0607022172424,1338.237422112678,-1896.9474375471382,0.9665550620990835
35,-2005.5710849822185,1219.0237617224254,-1900.0509703309979,0.9655885070369844
36,-2108.6211197849725,1261.6872616882026,-1905.8445855936084,0.9646229185299474
37,-1515.379087896249,1274.1943919308324,-1895.29146403422,0.9636582956114175
38,-1872.4526610506487,1261.7784801067244,-1894.6904429030735,0.9626946373158061
39,-1697.6315833505066,1234.4043889003378,-1889.6376516324947,0.9617319426784903
40,-1449.276343136728,1259.1842287578186,-1878.6286189201012,0.9607702107358118
41,-1883.347641388431,1324.1853611915762,-1878.7437170290848,0.959809440525076
42,-1556.0696771038017,1219.8540372423965,-1871.0610017927688,0.9588496310845509
43,-2116.3615722740064,1277.3584660828915,-1876.765666222565,0.9578907814534664
44,-1834.0681581802578,1350.35169668271,-1875.7952683125127,0.9569328906720129
45,-2187.8898017044517,1372.6513691526065,-1882.730702387889,0.9559759577813409
46,-1777.257368138457,1195.3662177119072,-1880.4378038172492,0.9550199818235596
47,-2318.192345064974,1419.7675795055682,-1889.7517302267754,0.9540649618417361
48,-1738.7756942608078,1166.607193388647,-1886.6063961441505,0.9531108968798944
49,-2058.816392471186,1297.4487405533157,-1890.1208858651103,0.9521577859830145
50,-1875.4319633614618,1136.0207507367554,-1889.8271074150375,0.9512056281970315
51,-1530.5960088825095,1084.9531277223612,-1888.264850529964,0.9502544225688344
52,-1722.1587652010155,1220.740306758866,-1877.6935296126396,0.9493041681462656
53,-1669.3193199899501,1331.2128799933,-1868.441963024879,0.9483548639781193
54,-1946.9771065962407,1398.7336894197356,-1873.7354654058104,0.9474065091141411
55,-1677.6642412295273,1293.0761608196854,-1859.5139063451238,0.946459102605027
56,-1889.36830623049,1356.0851685692862,-1858.503783455713,0.9455126435024219
57,-1724.4495441329168,1421.6080294219444,-1858.3027107389667,0.9445671308589195
58,-1598.056156543003,1203.8050287699189,-1862.5656397853872,0.9436225637280606
59,-1515.5261898406923,1164.7583568550901,-1855.961057636394,0.9426789411643326
60,-1856.5845944543569,1268.4996509405369,-1857.3533395120457,0.9417362622231683
61,-1571.1459054159825,1274.6555086239816,-1859.6447390115727,0.9407945259609451
62,-1913.6272211961023,1306.3009231679707,-1858.3287988765494,0.9398537314349842
63,-2307.8278324152607,1382.5352879696352,-1868.066593916781,0.9389138777035492
64,-1751.9836748621576,1297.9769465163872,-1861.5462989180967,0.9379749638258457
65,-2599.547110745078,1333.2360104215932,-1871.731552112907,0.9370369888620198
66,-2038.3798257160863,1364.9365504773903,-1878.2251942383782,0.9360999518731578
67,-1228.321157180074,1058.2141047867158,-1863.1278806167857,0.9351638519212846
68,-2079.9503895271027,1328.8897702233248,-1861.2602224415261,0.9342286880693633
69,-2018.2269313963761,1256.2155674949295,-1859.4683766880685,0.933294459381294
70,-1743.0137852601322,1230.7517524528978,-1859.9584775840328,0.9323611649219127
71,-1680.3964600790987,1276.4394294396045,-1849.9420415964125,0.9314288037569908
72,-2053.4302633324464,1377.509626351253,-1853.8943181147986,0.9304973749532338
73,-1592.1996218078712,1215.373683713211,-1841.377230494544,0.9295668775782806
74,-1652.6577216294043,1210.0864118847026,-1834.5909459206805,0.9286373107007023
75,-1932.3023383384523,1383.43519637,-1824.3451306372494,0.9277086733900016
76,-1610.6147643300906,1284.5901643519219,-1827.5658011787991,0.9267809647166116
77,-1687.7369781820191,1280.3913187880128,-1827.3023707433347,0.925854183751895
78,-1880.7412181614243,1401.2932557136912,-1835.0930773196078,0.9249283295681431
79,-2070.663507446639,1320.588805675612,-1845.5173274435926,0.9240034012385749
80,-2126.2145829343435,1209.6542728673412,-1843.6348639862128,0.9230793978373364
81,-1609.1366096081986,1226.0494064054658,-1838.8808033618327,0.9221563184394991
82,-1812.0743843412124,1343.557922894142,-1840.1011192375836,0.9212341621210596
83,-1225.4691935721048,1066.6284407749224,-1824.771298138895,0.9203129279589385
84,-2106.495764176586,1293.7175086002705,-1828.359999378082,0.9193926150309796
85,-1963.776128674242,1392.6744980812011,-1827.5241002519222,0.9184732224159486
86,-1852.0861665669177,1224.8359085484985,-1822.3934011875615,0.9175547491935327
87,-1613.0042857891272,1187.664926003778,-1824.345905145419,0.9166371944443392
88,-1618.9537434407937,1198.0445610495128,-1819.275926793222,0.9157205572498949
89,-1998.8887594516207,1319.6534437460098,-1825.3010703152445,0.914804836692645
90,-1458.348270170472,1134.432638763409,-1825.4825088559194,0.9138900318559524
91,-1509.1800040498538,1220.8283360332362,-1817.9991561091476,0.9129761418240965
92,-2269.2635740605265,1422.9663126929,-1832.2630340482822,0.9120631656822724
93,-1546.6637756307673,1162.5863979102746,-1820.8690781154173,0.9111511025165902
94,-1515.972373416674,1197.7232489444493,-1814.5071624201455,0.9102399514140735
95,-2004.362296899211,1303.8051788274602,-1810.836612324041,0.9093297114626595
96,-1365.2650110972102,1130.5712147399095,-1802.596765183216,0.9084203817511969
97,-2656.9317312628414,1433.8386020202481,-1809.3715529071735,0.9075119613694457
98,-1882.1901767925672,1155.7184511950445,-1812.2398425578085,0.9066044494080763
99,-2248.2441142784974,1397.3544095189977,-1816.0283969939546,0.9056978449586682
100,-1716.2940998474928,1355.737733231662,-1812.8456397236753,0.9047921471137096
101,-1910.4332471254029,1219.4252485854827,-1820.4423844885332,0.9038873549665959
102,-2587.7740749717577,1369.0104578768319,-1837.754690683948,0.9029834676116293
103,-2061.1809032774263,1367.0912034563728,-1845.5919223496976,0.9020804841440176
104,-1805.8441935224753,1310.5254585936377,-1842.7692640882221,0.9011784036598737
105,-1730.322707135564,1281.0734714237096,-1843.8224334063427,0.9002772252562138
106,-1463.0173620908236,1222.7702633778524,-1835.2954145235497,0.8993769480309576
107,-1809.941271743084,1279.2305480367722,-1837.0052490757525,0.8984775710829266
108,-1687.5112451626494,1340.1574967750996,-1838.7943508481458,0.8975790935118436
109,-1517.7130245029086,1075.8764142737111,-1838.8380875413902,0.8966815144183318
110,-1801.488690915329,1386.305430130502,-1837.7361694706096,0.8957848329039134
111,-2500.409303050869,1406.3332783667267,-1856.3214374233075,0.8948890480710096
112,-1423.2601353397763,1173.8400902265178,-1846.5140957061806,0.8939941590229386
113,-2120.5409646071894,1206.3538708526964,-1842.7683583500195,0.8931001648639156
114,-1839.144678365089,1288.0933347577102,-1844.5115784200782,0.8922070646990518
115,-1670.7308401127448,1367.5081148745185,-1825.9352530074318,0.8913148576343527
116,-1775.1606329042988,1445.2445886028659,-1820.6708691511956,0.8904235427767183
117,-1992.18670261627,1378.167808378713,-1835.9481800599197,0.8895331192339416
118,-1962.2198445892395,1265.2817027425538,-1833.5935691611623,0.8886435861147077
119,-1718.6296910280116,1082.8867497906274,-1827.6016243537947,0.887754942528593
120,-1832.1879463951766,1306.126601156082,-1829.3851075764958,0.8868671875860644
121,-2161.2398113712957,1301.586537386795,-1839.00197460234,0.8859803203984784
122,-1822.9973001690853,1198.5567544005803,-1834.3933153390724,0.88509434007808
123,-1880.9100050105342,1343.6129274528628,-1840.1675230031253,0.8842092457380019
124,-1619.710641991559,1251.4259576330421,-1839.5085814103688,0.8833250364922639
125,-1598.700652848436,1213.7492242219832,-1832.8365477005686,0.8824417114557717
126,-1729.7859865188702,1305.3489910125807,-1835.2199721443437,0.8815592697443159
127,-1435.54536690889,1150.721911272593,-1830.1761399188813,0.8806777104745716
128,-1462.1508135968916,1208.2672090645951,-1821.8043318275907,0.8797970327640969
129,-1755.7888480383394,1367.3398386041129,-1815.5068386394248,0.8789172357313328
130,-1664.3719443826521,1153.1110115943004,-1806.269985868391,0.8780383184956015
131,-1736.665862501669,1230.5782156781354,-1808.8205709262606,0.8771602801771059
132,-1635.2852191750253,1291.6901461166833,-1805.2847876229366,0.8762831198969288
133,-1771.5024871332564,1260.3933247555044,-1816.2054534941597,0.8754068367770318
134,-1603.2918248874232,1333.8612165916163,-1806.1413747083761,0.8745314299402548
135,-2053.8557019853656,1353.078801323577,-1807.942966174599,0.8736568985103146
136,-1707.380697520477,1263.1787983469849,-1805.04885679367,0.8727832416118043
137,-1514.7003514978428,1260.725234331895,-1803.0827781078444,0.8719104583701925
138,-1864.5810239019777,1439.287349267986,-1807.995323717068,0.8710385479118223
139,-1896.1983064003937,1323.7476820864265,-1805.9415146560434,0.8701675093639105
140,-2380.5229273098225,1295.8088763514438,-1824.3850077988307,0.8692973418545467
141,-1940.3328552841926,1385.49067669633,-1833.0080648235175,0.8684280445126921
142,-1622.5500152604598,1226.9746072644145,-1820.0737936475166,0.8675596164681794
143,-1992.6110587423136,1306.5323724948755,-1828.992739309747,0.8666920568517111
144,-2191.0322061625684,1434.1736202131574,-1842.493935964665,0.8658253647948594
145,-1744.8621403340053,1217.2501192876232,-1837.3039328333607,0.8649595394300645
146,-2556.1603456928988,1404.813640960411,-1861.1218395252747,0.8640945798906344
147,-1624.322005003391,1266.1896700022605,-1840.4696450000856,0.8632304853107438
148,-1781.3852175965237,1371.5484783976824,-1838.4535458161647,0.862367254825433
149,-1989.8754899945263,1393.0383683263778,-1833.2861733304856,0.8615048875706075
150,-1911.8584646115573,1283.7344517775107,-1837.1974606257666,0.8606433826830369
151,-1475.480987993003,1312.653991995335,-1828.4984154431188,0.8597827393003539
152,-1512.4134271951189,1160.2756181300792,-1806.9912024875857,0.8589229565610536
153,-1489.879426459295,1210.4987843061967,-1795.5651729512233,0.8580640336044925
154,-2826.6805259548337,1494.3460988050583,-1815.9818995998708,0.857205969570888
155,-2341.4272095925962,1312.737684863821,-1828.203989649011,0.8563487636013172
156,-1696.9102068920083,1369.8484712613388,-1832.8818465450347,0.8554924148377159
157,-1541.3376886211215,1241.3122459789972,-1827.5097748825951,0.8546369224228781
158,-1936.3117071167262,1240.722234492525,-1832.485784121677,0.8537822855004553
159,-1744.8355414094922,1156.3986942729946,-1837.0282344598088,0.8529285032149548
160,-1695.7519524076897,1273.5598535581034,-1834.913499689656,0.8520755747117399
161,-1588.4442014384344,1219.4961342922898,-1816.6741976574071,0.8512234991370281
162,-1563.4492892821709,1228.9245261881142,-1819.4779807362552,0.8503722756378911
163,-1431.6292129174346,1220.31947527829,-1805.69974570246,0.8495219033622532
164,-1476.2847088225053,1302.5231392150033,-1798.4425463116086,0.8486723814588909
165,-1969.8327570454287,1288.8719279492598,-1804.424584650262,0.847823709077432
166,-1862.9314613863075,1340.7002599333575,-1806.1800012199021,0.8469758853683546
167,-1552.245984820913,1191.9091122353288,-1797.381186863995,0.8461289094829862
168,-1894.7052161819206,1313.9272991017203,-1796.0308942958482,0.8452827805735033
169,-1652.386289984412,1291.4863350318965,-1794.7060262749762,0.8444374977929298
170,-1964.6100149564925,1255.788270916052,-1797.354467646203,0.8435930602951368
171,-2032.9630961859627,1186.717808312454,-1794.7889333424964,0.8427494672348417
172,-2194.7970304312307,1490.6310664087807,-1802.2249279477392,0.8419067177676068
173,-1989.4999955247545,1223.2523816672215,-1804.3967277580234,0.8410648110498392
174,-1871.327231864647,1230.8275065229968,-1809.429059555485,0.8402237462387894
175,-1582.2103859940307,1329.1402573293535,-1809.099254218397,0.8393835224925505
176,-1358.7519548403152,1210.401303226877,-1801.6785735848262,0.838544138970058
177,-2199.525206343039,1378.604265001584,-1816.9581703735091,0.8377055948310879
178,-1600.4217489434138,1145.6439756503441,-1819.7235890804395,0.8368678892362568
179,-1450.9977918858074,1209.2667353345987,-1813.6277679573886,0.8360310213470206
180,-1292.8215513490322,1149.2060342326886,-1806.1967600967162,0.8351949903256736
181,-1643.1506281305453,1279.8676002996108,-1804.3264554092939,0.8343597953353479
182,-2215.164763741527,1406.0690533788288,-1815.9240463006242,0.8335254355400126
183,-1829.2059509742103,1392.00396731614,-1817.078115577443,0.8326919101044725
184,-2075.5902667496084,1419.7380105802015,-1826.524084414687,0.831859218194368
185,-1626.0900838006357,1229.9956422451585,-1817.9687720509921,0.8310273589761736
186,-2067.4884639822403,1260.7238010344743,-1825.1709273802273,0.8301963316171974
187,-1780.5083522987006,1386.4528758925435,-1830.4870873962445,0.8293661352855802
188,-2051.8826815988928,1180.5865305603998,-1834.2331205501825,0.8285367691502946
189,-1497.0103787163505,1212.2504272752435,-1826.2493619965019,0.8277082323811443
190,-1630.8279710173035,1266.105581681147,-1811.2554628706516,0.8268805241487632
191,-1678.3128449357196,1297.1002299571462,-1806.015062663682,0.8260536436246144
192,-1596.1292872515767,1374.4195248343842,-1805.4866481035046,0.8252275899809898
193,-1947.094507789459,1295.842793714982,-1804.5763170844477,0.8244023623910088
194,-1646.9161318588012,1332.694087905867,-1793.693995598372,0.8235779600286178
195,-1589.952544371895,1206.0007585269805,-1790.59580367913,0.8227543820685892
196,-1499.5016407762068,1169.9677605174707,-1769.4626295807961,0.8219316276865206
197,-1482.028861931572,1150.2525746210483,-1766.6167667193597,0.8211096960588341
198,-1902.1798630755168,1294.8064728102413,-1769.0326596289399,0.8202885863627752
199,-1889.8163207940545,1342.83588052937,-1767.0314762449304,0.8194682977764125
200,-1541.4633631305292,1179.0626143582724,-1759.6235742153099,0.818648829478636
201,-2359.516235850865,1272.525209483793,-1777.304279172467,0.8178301806491574
202,-2031.8940849794046,1449.8050512204493,-1787.6938923281525,0.8170123504685082
203,-2626.791223958097,1282.0322932917477,-1810.4321282781284,0.8161953381180397
204,-1553.533244920938,1283.1638299472918,-1784.9691826574508,0.8153791427799216
205,-1982.213099632752,1341.4087330885009,-1777.7849004582538,0.8145637636371417
206,-1677.7678394313996,1273.4702262875996,-1777.4020531090414,0.8137491998735046
207,-1854.335640680487,1366.7330241146155,-1783.6620121502292,0.812935450673631
208,-1751.0393330916374,1441.5546318188585,-1779.9565646697272,0.8121225152229574
209,-2075.079212995598,1293.4599232672308,-1786.561438101449,0.8113103927077344
210,-1755.6585001718233,1369.5640112443825,-1787.759569056732,0.8104990823150267
211,-1767.614135697483,1301.471831308604,-1791.342967741913,0.8096885832327116
212,-1685.5939002750079,1197.7126001833385,-1793.7858599617698,0.8088788946494789
213,-2266.698827958946,1289.4242186392967,-1810.4872522626,0.8080700157548294
214,-1758.1801213928395,1351.4450809285595,-1816.1251605140067,0.8072619457390746
215,-2374.9493903193174,1363.7932300680006,-1824.2274931794846,0.8064546837933355
216,-1560.5159514628438,1275.1242318188017,-1818.1791829810152,0.8056482291095421
217,-1658.3016040373655,1195.973394482435,-1820.3002953653443,0.8048425808804326
218,-1502.321792497875,1291.3478616652503,-1812.4526268916632,0.8040377382995522
219,-1264.0882854200745,1057.0588569467163,-1804.6866668003765,0.8032337005612527
220,-1654.7442854064977,1320.5601049800239,-1798.4893522093764,0.8024304668606914
221,-1550.7153063511416,1249.635204234095,-1788.8443964126802,0.8016280363938307
222,-1735.0514463687264,1340.1136225493178,-1779.6494847314302,0.8008264083574369
223,-1834.6413563999865,1291.4109042666582,-1776.5523119489344,0.8000255819490795
224,-1655.207481098916,1284.3133207326107,-1772.2299169336202,0.7992255563671304
225,-1863.4503201727657,1268.991880115177,-1777.8547156171949,0.7984263308107633
226,-1859.780024804887,1370.4416673988803,-1787.8752770164865,0.7976279044799526
227,-1874.9953316439035,1444.2317516430176,-1781.3846795225036,0.7968302765754727
228,-1523.790960685701,1078.3564737904676,-1779.8520637573495,0.7960334462988972
229,-1960.5376876182756,1294.1834584121834,-1790.0428616719985,0.7952374128525983
230,-1449.3533096466915,1193.1188730977942,-1793.173496837952,0.7944421754397457
231,-1489.0326678504387,1210.7634452336258,-1790.0911376323493,0.7936477332643059
232,-1849.6818055256385,1257.6917570260111,-1782.7814784680318,0.7928540855310416
233,-1947.7263956109693,1223.6570688137772,-1785.1518873607672,0.7920612314455105
234,-1904.159175635794,1357.078482698906,-1781.723265538491,0.7912691702140651
235,-1618.2504362946486,1317.341957529766,-1781.566472588371,0.790477901043851
236,-2677.079654933493,1329.2586910465716,-1793.7582964073963,0.7896874231428072
237,-1437.2996261408243,1130.1997507605495,-1786.8941218842388,0.7888977357196644
238,-1882.0161928079447,1279.935972282631,-1783.4967921084199,0.7881088379839447
239,-1880.7107812119818,1272.4432021002083,-1791.1708001583322,0.7873207291459607
240,-1601.8492679618814,1244.0995119745876,-1790.5912260972236,0.7865334084168147
241,-1325.9551428730247,1088.1489367997972,-1783.5440720559698,0.7857468750083979
242,-1803.9852760811425,1411.2235173874283,-1787.7011918325616,0.7849611281333895
243,-1801.9372992384647,1231.819513306012,-1784.7980476615412,0.784176167005256
244,-1541.2393028700922,1273.8262019133947,-1782.6845110817674,0.7833919908382508
245,-1527.8655908830942,1321.6437272553965,-1781.442772011991,0.7826085988474126
246,-1616.2453137366945,1358.1618371500572,-1783.7776454712011,0.7818259902485653
247,-1885.268282770994,1408.237803780958,-1791.8424338879895,0.7810441642583167
248,-1748.7240666880562,1234.2450928501237,-1788.7733179602403,0.7802631200940584
249,-2356.0204660162376,1248.7491556918833,-1798.097400864684,0.7794828569739644
250,-1636.3965223937414,1270.7226815958277,-1799.9960640499482,0.7787033741169904
251,-2206.9993622140055,1313.8987520705825,-1796.945726577211,0.7779246707428734
252,-1579.8130556953492,1304.4503704635654,-1787.9041059915296,0.7771467460721305
253,-1471.1864090635015,1232.6576060423338,-1764.7920096936382,0.7763695993260584
254,-1422.5800260103235,1264.4033506735486,-1762.1729453154257,0.7755932297267324
255,-1867.4986632322002,1268.9491088214666,-1759.8786565874145,0.7748176364970056
256,-1641.3835059954383,1308.1608121726306,-1759.1509699186954,0.7740428188605086
257,-1740.3307428181838,1204.3755589091782,-1756.8708719614494,0.7732687760416481
258,-1554.1832104005177,1282.4554736003452,-1752.9337495076265,0.7724955072656065
259,-1400.1925153721452,1152.1739331572712,-1739.4360155551576,0.7717230117583408
260,-1833.3853301109643,1427.37355340731,-1740.9905521539404,0.7709512887465825
261,-1924.4869936585028,1320.0328916084425,-1744.128009313161,0.7701803374578359
262,-1822.9095455471268,1415.1563636980848,-1746.8743222186033,0.7694101571203781
263,-1885.5809603631535,1288.8045652168094,-1739.2519648666876,0.7686407469632577
264,-1712.7713414918678,1329.5142276612448,-1738.343789268668,0.7678721062162944
265,-1810.2216860248222,1442.3668160595962,-1727.0492351827781,0.7671042341100781
266,-1414.7338523482763,1184.0517348988508,-1724.1335932004868,0.766337129875968
267,-1561.5969383998683,1299.8646255999115,-1722.1994998877371,0.7655707927460921
268,-2022.3014377287614,1260.3987625857958,-1732.5990927923547,0.764805221953346
269,-1477.8932988196998,1167.4003275254784,-1736.8751930603473,0.7640404167313927
270,-1991.6816686273457,1407.9646115966773,-1743.6139407247645,0.7632763763146613
271,-1755.1768848717977,1263.3312395844675,-1747.703172295177,0.7625130999383466
272,-1677.075470160591,1252.5929632698317,-1746.5436527710144,0.7617505868384082
273,-1582.0259092726087,1214.9006061817392,-1741.4913438284668,0.7609888362515699
274,-1915.5848414564168,1265.470590467767,-1746.698891035617,0.7602278474153183
275,-1657.6028356364268,1225.9514032544826,-1742.5819413448903,0.759467619567903
276,-1526.222474128866,1309.14831608591,-1735.9107903313698,0.7587081519483351
277,-1409.7236904091271,1210.149126939418,-1726.6053575066742,0.7579494437963867
278,-1928.7028447831583,1285.3852298554393,-1734.7035951886232,0.7571914943525904
279,-1525.412402207461,1295.6749348049734,-1726.001089480407,0.7564343028582378
280,-1402.0818459831444,1195.2214238215602,-1725.0556602071363,0.7556778685553796
281,-1327.11422577901,1169.7428171860067,-1721.8172913657077,0.7549221906868242
282,-1890.2755784785195,1456.8385456368935,-1722.6291668247652,0.7541672684961374
283,-1625.6474871577354,1244.9784346350211,-1716.187588655701,0.7534131012276413
284,-1836.5996671750595,1179.0919620579944,-1714.836398486486,0.7526596881264136
285,-1932.9761530760784,1442.1795369939377,-1721.1309128221144,0.7519070284382872
286,-1731.2173811771,1279.779536981381,-1702.2136673469868,0.7511551214098489
287,-1587.2788312296557,1258.444219671117,-1705.2132514487635,0.750403966288439
288,-2005.7136323832292,1241.9695025229416,-1707.687200240269,0.7496535623221505
289,-1301.603591141993,1139.7440607613282,-1696.1050564388688,0.7489039087598284
290,-1565.5617577218254,1212.147661633079,-1695.3793062340678,0.7481550048510686
291,-1808.0838830521582,1386.0225244168344,-1705.0218810376505,0.7474068498462175
292,-1585.203785907034,1207.683122805561,-1700.6462512341686,0.7466594429963713
293,-1929.978948361744,1500.1727795756476,-1703.207084216634,0.745912783553375
294,-1832.5397477183901,1257.3327291647774,-1709.0330931136,0.7451668707698216
295,-1347.4355515007574,1188.6237010005054,-1705.4244923259532,0.7444217038990517
296,-1677.4908252497876,1341.9938834998582,-1706.6494025562151,0.7436772821951526
297,-1597.4498460239079,1311.6165640159384,-1700.8930338212733,0.7429336049129575
298,-2273.4378456558597,1391.52523043724,-1711.3873094006299,0.7421906713080445
299,-2470.2706279857844,1440.848005791806,-1713.6723126400207,0.7414484806367364
300,-1532.2586739288295,1180.2474492858862,-1711.5895556707221,0.7407070321560997
301,-2235.7903375674005,1389.4580916693806,-1712.16537517779,0.7399663251239436
302,-1567.222617235024,1092.390036651614,-1711.9135664085834,0.7392263587988196
303,-2317.1843827527982,1316.3309475044498,-1728.8335258823695,0.7384871324400207
304,-1527.0489475716129,1128.5409650477425,-1730.9229043135952,0.7377486453075807
305,-1743.1243754200095,1271.68168124172,-1728.4354185573516,0.737010896662273
306,-1657.4463340465309,1250.354809663621,-1728.7566751183733,0.7362738857656108
307,-1646.3721562187845,1268.0881644272945,-1726.8775033863856,0.7355376118798452
308,-1773.7141246379379,1282.300247673773,-1731.2681216711335,0.7348020742679654
309,-1546.1811725007913,1232.7723925508294,-1734.1878948137064,0.7340672721936974
310,-1522.3410488296574,1231.2291974454395,-1727.9670091880803,0.7333332049215037
311,-1559.2673409264007,1149.044893950934,-1720.6626161334382,0.7325998717165821
312,-2079.76788554913,1379.116923235835,-1725.7997829334784,0.7318672718448656
313,-1301.366220471547,1152.5774803143647,-1714.1154881356465,0.7311354045730207
314,-2043.402455108791,1244.8641351482318,-1720.728110407985,0.7304042691684477
315,-1841.9701986639316,1390.4755028129912,-1721.363080660767,0.7296738648992792
316,-1489.1035531175955,1100.120041350434,-1722.8504746761537,0.7289441910343799
317,-1709.9528112442088,1265.1091217612104,-1725.8175921330403,0.7282152468433455
318,-1932.615750035187,1310.8021666901247,-1724.0238783791688,0.7274870315965022
319,-1425.5398505213393,1066.6432336808925,-1722.9768094132016,0.7267595445649057
320,-1541.3928000766346,1335.4618667177567,-1713.9710320421875,0.7260327850203407
321,-1675.8636013117427,1176.4253533041697,-1712.3847663709862,0.7253067522353204
322,-1739.2916907287915,1415.5527938191944,-1713.6290907823502,0.724581445483085
323,-1734.7006415435455,1351.65876102903,-1716.682585427769,0.723856864037602
324,-1628.215156168839,1242.286883382761,-1710.9351917220174,0.7231330071735643
325,-1756.860159463767,1264.6022454735885,-1712.9203381985644,0.7224098741663908
326,-1763.0684818277628,1284.1051445428868,-1717.6572583525424,0.7216874642922244
327,-1695.7504407736014,1404.1002938490678,-1723.377793359832,0.7209657768279322
328,-1641.1776629122855,1312.24227610621,-1717.6272897224144,0.7202448110511043
329,-1411.7440182125258,1112.0420125132207,-1715.3539220425157,0.7195245662400531
330,-1666.0495648787692,1291.1759355520537,-1720.6332764204278,0.7188050416738131
331,-1650.6509601421862,1293.3343688487514,-1727.1040111076916,0.7180862366321393
332,-1684.168730653949,1314.5124871026333,-1722.9818741512001,0.7173681503955072
333,-1314.3484278243723,1118.2156185495814,-1716.755892964533,0.7166507822451117
334,-1618.177579480162,1331.2066593192699,-1712.387451210635,0.7159341314628666
335,-1536.3142477395077,1139.90208945077,-1704.4542131039034,0.7152181973314037
336,-1771.0018468480416,1294.7373423431393,-1705.2499024173221,0.7145029791340722
337,-1257.753916790312,1132.2192778602082,-1698.6594041285355,0.7137884761549381
338,-1773.1786826082136,1279.0623052838305,-1694.0087051330352,0.7130746876787832
339,-1450.102476785659,1233.7319688329192,-1696.9786828459082,0.7123616129911045
340,-1672.5370965783084,1265.4211748909072,-1699.118189623038,0.7116492513781133
341,-1886.4411888889956,1303.4691259259973,-1700.685335739775,0.7109376021267352
342,-1797.9465563329993,1293.511616901506,-1704.9401911482946,0.7102266645246085
343,-1711.2646594255652,1341.3264396170437,-1700.5659053695706,0.7095164378600839
344,-2149.5110139374992,1406.9023019689682,-1706.905330693953,0.7088069214222238
345,-1652.1238355520993,1201.2512869289994,-1712.9990963749797,0.7080981145008015
346,-1578.351870561962,1249.5012470413083,-1711.0163172812233,0.7073900163863007
347,-1433.298552652238,1199.1990351014917,-1707.7332914137899,0.7066826263699144
348,-1835.434472578319,1428.5979817188795,-1698.9732239522386,0.7059759437435444
349,-1898.2134847920468,1383.3803253603696,-1687.532081088364,0.7052699677998009
350,-1823.3918900203275,1263.269593346885,-1693.3547454101943,0.704564697832001
351,-1657.0043879474806,1343.185937876753,-1681.7790264177956,0.7038601331341691
352,-1648.1237642100218,1344.1908428066808,-1683.3970493572956,0.7031562730010349
353,-1659.8814316778175,1345.7680232589275,-1670.250990335796,0.7024531167280339
354,-1798.8283107821062,1427.123040521404,-1675.6865776000059,0.7017506636113059
355,-1709.6761596557385,1292.9131506361953,-1675.0176132847203,0.7010489129476946
356,-1700.585247404111,1213.267821725126,-1675.8803915518722,0.7003478640347469
