episode,reward,shortage,moving_avg_reward,epsilon
29,-1549.4510012473957,1261.5604200896753,-1888.2607495439574,0.9714023696327185
30,-2220.337755803331,1285.9936895220962,-1899.3299830859366,0.9704309672630859
31,-1846.839640827217,1334.455593884811,-1897.6367462388812,0.9694605362958227
32,-1751.058590553656,1230.5784139929196,-1893.0561788737177,0.9684910757595269
33,-1991.9602485065327,1300.2457079614505,-1896.053271892894,0.9675225846837673
34,-1927.0607022172424,1338.237422112678,-1896.9652551377276,0.9665550620990835
35,-2005.5710849822185,1219.0237617224254,-1900.0682788475704,0.9655885070369844
36,-2108.6211197849725,1261.6872616882026,-1905.8614133180538,0.9646229185299474
37,-1515.379087896249,1274.1943919308324,-1895.3078369553023,0.9636582956114175
38,-1872.4526610506487,1261.7784801067244,-1894.7063849578112,0.9626946373158061
39,-1697.6315833505066,1234.4043889003378,-1889.6531849165983,0.9617319426784903
40,-1449.276343136728,1259.1842287578186,-1878.6437638721018,0.9607702107358118
41,-1883.347641388431,1324.1853611915762,-1878.7584925920123,0.959809440525076
42,-1556.0696771038017,1219.8540372423965,-1871.075425556579,0.9588496310845509
43,-2116.3615722740064,1277.3584660828915,-1876.7797545500073,0.9578907814534664
44,-1834.0681581802578,1350.35169668271,-1875.809036450695,0.9569328906720129
45,-2187.8898017044517,1372.6513691526065,-1882.7441645674453,0.9559759577813409
46,-1777.257368138457,1195.3662177119072,-1880.450973340728,0.9550199818235596
47,-2318.192345064974,1419.7675795055682,-1889.764619547627,0.9540649618417361
48,-1738.7756942608078,1166.607193388647,-1886.6190169374843,0.9531108968798944
49,-2058.816392471186,1297.4487405533157,-1890.1332490912334,0.9521577859830145
50,-1875.4319633614618,1136.0207507367554,-1889.839223376638,0.9512056281970315
51,-1530.5960088825093,1084.9531277223612,-1888.2769664915645,0.9502544225688344
52,-1722.1587652010155,1220.740306758866,-1877.7056455742404,0.9493041681462656
53,-1669.3193199899501,1331.2128799933,-1868.4540789864798,0.9483548639781193
54,-1946.9771065962407,1398.7336894197356,-1873.7475813674112,0.9474065091141411
55,-1677.6642412295273,1293.0761608196854,-1859.5260223067246,0.946459102605027
56,-1889.36830623049,1356.0851685692862,-1858.5158994173137,0.9455126435024219
57,-1724.4495441329168,1421.6080294219446,-1858.3148267005674,0.9445671308589195
58,-1598.056156543003,1203.8050287699189,-1862.577755746988,0.9436225637280606
59,-1515.5261898406923,1164.7583568550901,-1855.9731735979947,0.9426789411643326
60,-1856.5845944543569,1268.4996509405369,-1857.3654554736465,0.9417362622231683
61,-1571.1459054159825,1274.6555086239816,-1859.6568549731735,0.9407945259609451
62,-1913.6272211961023,1306.3009231679707,-1858.3409148381502,0.9398537314349842
63,-2307.8278324152607,1382.5352879696352,-1868.0787098783817,0.9389138777035492
64,-1751.9836748621576,1297.9769465163872,-1861.5584148796975,0.9379749638258457
65,-2599.547110745078,1333.2360104215932,-1871.7436680745077,0.9370369888620198
66,-2038.3798257160863,1364.9365504773903,-1878.2373101999792,0.9360999518731578
67,-1228.321157180074,1058.2141047867158,-1863.1399965783864,0.9351638519212846
68,-2079.9503895271027,1328.8897702233248,-1861.2723384031267,0.9342286880693633
69,-2018.2269313963761,1256.2155674949295,-1859.4804926496693,0.933294459381294
70,-1743.0137852601322,1230.7517524528978,-1859.9584775840328,0.9323611649219127
71,-1680.3964600790987,1276.4394294396045,-1849.9420415964125,0.9314288037569908
72,-2063.4302633324464,1377.509626351253,-1854.0943181147986,0.9304973749532338
73,-1592.1996218078712,1215.373683713211,-1841.577230494544,0.9295668775782806
74,-1652.6577216294043,1210.0864118847026,-1834.7909459206805,0.9286373107007023
75,-1924.3023383384523,1383.43519637,-1824.3851306372494,0.9277086733900016
76,-1610.6147643300906,1284.5901643519219,-1827.605801178799,0.9267809647166116
77,-1687.7369781820191,1280.3913187880128,-1827.3423707433349,0.925854183751895
78,-1880.7412181614243,1401.2932557136912,-1835.1330773196078,0.9249283295681431
79,-2070.663507446639,1320.588805675612,-1845.5573274435926,0.9240034012385749
80,-2123.4020829343435,1207.5292728673412,-1843.618613986213,0.9230793978373364
81,-1609.1366096081986,1226.0494064054658,-1838.8645533618328,0.9221563184394991
82,-1812.0743843412124,1343.557922894142,-1840.0848692375835,0.9212341621210596
83,-1224.9181866450158,1066.2121244300108,-1824.7440280003532,0.9203129279589385
84,-2106.495764176586,1293.7175086002705,-1828.33272923954,0.9193926150309796
85,-1963.776128674242,1392.6744980812011,-1827.4968301133806,0.9184732224159486
86,-1852.0861665669177,1224.8359085484985,-1822.3661310490197,0.9175547491935327
87,-1613.0042857891272,1187.664926003778,-1824.3186350068772,0.9166371944443392
88,-1618.9537434407937,1198.0445610495128,-1819.2486566546802,0.9157205572498949
89,-1998.8887594516207,1319.6534437460098,-1825.2738001767027,0.914804836692645
90,-1458.348270170472,1134.432638763409,-1825.4552387173776,0.9138900318559524
91,-1509.1800040498538,1220.8283360332362,-1817.9718859706056,0.9129761418240965
92,-2269.2635740605265,1422.9663126929,-1832.2357639097402,0.9120631656822724
93,-1546.6637756307673,1162.5863979102749,-1820.8418079768753,0.9111511025165902
94,-1515.972373416674,1197.7232489444493,-1814.4798922816035,0.9102399514140735
95,-2004.362296899211,1303.8051788274602,-1810.809342185499,0.9093297114626595
96,-1363.2650110972102,1130.5712147399095,-1802.5294950446741,0.9084203817511969
97,-2656.9317312628414,1433.8386020202481,-1809.3042827686315,0.9075119613694457
98,-1882.1901767925672,1155.7184511950445,-1812.1725724192665,0.9066044494080763
99,-2248.2441142784974,1397.3544095189977,-1815.9611268554127,0.9056978449586682
100,-1716.2940998474928,1355.737733231662,-1812.7783695851335,0.9047921471137096
101,-1910.4332471254029,1219.4252485854827,-1820.3751143499915,0.9038873549665959
102,-2587.7740749717577,1369.0104578768319,-1837.6874205454064,0.9029834676116293
103,-2061.1809032774263,1367.0912034563728,-1845.5246522111559,0.9020804841440176
104,-1805.8441935224753,1310.5254585936377,-1842.7019939496802,0.9011784036598737
105,-1730.322707135564,1281.0734714237096,-1843.7551632678012,0.9002772252562138
106,-1451.2108475458292,1221.807231697219,-1834.9920140941076,0.8993769480309576
107,-1809.9412717430837,1279.2305480367725,-1836.7018486463112,0.8984775710829266
108,-1687.5112451626494,1340.1574967750996,-1838.490950418704,0.8975790935118436
109,-1517.7130245029086,1075.8764142737111,-1838.5346871119484,0.8966815144183318
110,-1801.488690915329,1386.305430130502,-1837.4327690411683,0.8957848329039134
111,-2500.409303050869,1406.3332783667267,-1856.0180369938657,0.8948890480710096
112,-1381.2601353397765,1173.8400902265178,-1845.370695276739,0.8939941590229386
113,-2120.5409646071894,1206.3538708526964,-1841.624957920578,0.8931001648639156
114,-1839.1446783650892,1288.09333475771,-1843.3681779906367,0.8922070646990518
115,-1670.7308401127448,1367.5081148745185,-1824.7918525779899,0.8913148576343527
116,-1775.1606329042988,1445.2445886028659,-1819.5274687217543,0.8904235427767183
117,-1984.18670261627,1378.1678083787133,-1834.6447796304776,0.8895331192339416
118,-1962.2198445892395,1265.2817027425538,-1832.2901687317205,0.8886435861147077
119,-1718.6296910280116,1082.8867497906274,-1826.2982239243534,0.887754942528593
120,-1768.7816963951766,1298.2641011560818,-1826.8135821470541,0.8868671875860644
121,-2161.2398113712957,1301.586537386795,-1836.430449172898,0.8859803203984784
122,-1822.9973001690853,1198.5567544005803,-1831.621789909631,0.88509434007808
123,-1870.9100050105344,1343.612927452863,-1837.195997573684,0.8842092457380019
124,-1619.710641991559,1251.4259576330421,-1836.5370559809276,0.8833250364922639
125,-1598.700652848436,1213.7492242219832,-1830.0250222711268,0.8824417114557717
126,-1729.7859865188702,1305.3489910125802,-1832.4084467149025,0.8815592697443159
127,-1412.76411690889,1133.5094112725928,-1826.90898948944,0.8806777104745716
128,-1462.1508135968916,1208.267209064595,-1818.5371813981494,0.8797970327640969
129,-1755.7888480383394,1367.3398386041129,-1812.2396882099833,0.8789172357313328
130,-1664.3719443826521,1153.1110115943004,-1803.0590854389493,0.8780383184956015
131,-1744.665862501669,1230.5782156781356,-1805.7696704968191,0.8771602801771059
132,-1635.2852191750253,1291.6901461166833,-1802.233887193495,0.8762831198969288
133,-1771.5024871332564,1260.3933247555044,-1813.1655732032598,0.8754068367770318
134,-1611.2918248874234,1333.861216591616,-1803.2614944174763,0.8745314299402548
135,-2053.8557019853656,1353.078801323577,-1805.063085883699,0.8736568985103146
136,-1707.380697520477,1263.1787983469849,-1802.1689765027702,0.8727832416118043
137,-1514.7003514978428,1260.725234331895,-1800.2028978169444,0.8719104583701925
138,-1864.5810239019777,1439.287349267986,-1805.115443426168,0.8710385479118223
139,-1842.760806400394,1310.5726820864265,-1801.9928843651435,0.8701675093639105
140,-2261.5834177097527,1281.223786954359,-1818.0575873159294,0.8692973418545467
141,-1940.3328552841926,1385.4906766963297,-1826.6806443406165,0.8684280445126921
142,-1614.5500152604598,1226.9746072644145,-1813.586373164615,0.8675596164681794
143,-1992.6110587423136,1306.5323724948755,-1822.505318826846,0.8666920568517111
144,-2191.0322061625684,1434.1736202131572,-1836.0065154817637,0.8658253647948594
145,-1742.6735311204418,1215.596503437375,-1830.7727401661882,0.8649595394300645
146,-2353.2853456928988,1392.0636409604108,-1850.573146858102,0.8640945798906344
147,-1646.103255003391,1269.8021700022605,-1830.356577332913,0.8632304853107438
148,-1781.3852175965237,1371.5484783976824,-1828.3404781489924,0.862367254825433
149,-1989.8754899945263,1393.0383683263778,-1823.173105663313,0.8615048875706075
150,-1911.8584646115573,1283.7344517775107,-1827.0843929585942,0.8606433826830369
151,-1475.480987993003,1312.653991995335,-1818.3853477759462,0.8597827393003539
152,-1512.4134271951189,1160.2756181300792,-1796.8781348204132,0.8589229565610536
153,-1489.879426459295,1210.4987843061967,-1785.452105284051,0.8580640336044925
154,-2826.6805259548337,1494.3460988050579,-1805.8688319326977,0.857205969570888
155,-2341.4272095925962,1312.737684863821,-1818.0909219818384,0.8563487636013172
156,-1662.9102068920083,1369.848471261339,-1822.3249091687621,0.8554924148377159
157,-1541.3376886211215,1241.3122459789972,-1816.9528375063228,0.8546369224228781
158,-1939.6763128435343,1241.2802666618495,-1821.9961388599404,0.8537822855004553
159,-1744.8355414094922,1156.3986942729946,-1826.5385891980725,0.8529285032149548
160,-1695.7519524076897,1273.5598535581034,-1824.4238544279194,0.8520755747117399
161,-1588.4442014384344,1219.49613429229,-1806.1845523956708,0.8512234991370281
162,-1555.4492892821709,1228.9245261881138,-1809.6683354745185,0.8503722756378911
163,-1381.6292129174346,1220.3194752782902,-1794.8901004407235,0.8495219033622532
164,-1476.2847088225053,1302.5231392150035,-1787.6329010498719,0.8486723814588909
165,-1969.8327570454287,1288.8719279492598,-1793.6149393885253,0.847823709077432
166,-1804.043255765393,1336.572459976718,-1794.1925918457473,0.8469758853683546
167,-1506.245984820913,1191.9091122353286,-1784.6337774898402,0.8461289094829862
168,-1860.7052161819204,1313.9272991017203,-1782.6034849216937,0.8452827805735033
169,-1652.386289984412,1291.4863350318967,-1781.2786169008216,0.8444374977929298
170,-1964.6100149564925,1255.788270916052,-1785.195183272048,0.8435930602951368
171,-2032.9630961859627,1186.717808312454,-1782.6296489683414,0.8427494672348417
172,-2194.797030431231,1490.6310664087805,-1790.0656435735843,0.8419067177676068
173,-1787.4687455247545,1204.3398816672216,-1788.3968183838688,0.8410648110498392
174,-1871.327231864647,1230.8275065229968,-1793.4291501813304,0.8402237462387894
175,-1554.2103859940305,1329.1402573293537,-1792.5393448442424,0.8393835224925505
176,-1358.7519548403152,1210.401303226877,-1785.1186642106713,0.838544138970058
177,-2199.525206343039,1378.604265001584,-1800.8538859993546,0.8377055948310879
178,-1497.260437278784,1138.8172215206005,-1801.5560784729923,0.8368678892362568
179,-1450.9977918858074,1209.2667353345987,-1795.460257349942,0.8360310213470206
180,-1292.8215513490322,1149.2060342326886,-1788.029249489269,0.8351949903256736
181,-1643.1506281305453,1279.8676002996108,-1785.9989448018468,0.8343597953353479
182,-2215.164763741527,1406.0690533788288,-1797.5965356931767,0.8335254355400126
183,-1813.20595097421,1392.0039673161396,-1798.430604969996,0.8326919101044725
184,-2075.5902667496084,1419.7380105802013,-1807.7165738072395,0.831859218194368
185,-1626.0900838006357,1229.9956422451585,-1799.1612614435448,0.8310273589761736
186,-2067.4884639822403,1260.7238010344743,-1806.3634167727798,0.8301963316171974
187,-1780.5083522987006,1386.4528758925435,-1811.6795767887972,0.8293661352855802
188,-2051.8826815988928,1180.5865305603998,-1815.4256099427353,0.8285367691502946
189,-1441.0103787163505,1212.2504272752435,-1807.3906013890546,0.8277082323811443
190,-1638.827971017304,1266.1055816811468,-1794.9354924552058,0.8268805241487632
191,-1628.3128449357196,1297.1002299571462,-1788.6950922482365,0.8260536436246144
192,-1596.1292872515767,1374.4195248343842,-1788.3266776880585,0.8252275899809898
193,-1947.094507789459,1295.842793714982,-1787.4163466690015,0.8244023623910088
194,-1584.916131858801,1332.6940879058673,-1775.2940251829264,0.8235779600286178
195,-1527.952544371895,1206.0007585269802,-1770.9996054479552,0.8227543820685892
196,-1499.5016407762068,1169.9677605174707,-1753.9239313496212,0.8219316276865206
197,-1482.028861931572,1150.2525746210486,-1750.6424434881849,0.8211096960588341
198,-1854.1798630755168,1294.8064728102413,-1752.0983363977648,0.8202885863627752
199,-1889.8163207940545,1342.83588052937,-1750.0971530137558,0.8194682977764125
200,-1541.4633631305292,1179.0626143582724,-1742.6892509841352,0.818648829478636
201,-2359.516235850865,1272.525209483793,-1760.3699559412923,0.8178301806491574
202,-1893.479636140783,1432.1558255594098,-1767.9912801202054,0.8170123504685082
203,-2626.791223958097,1282.0322932917477,-1790.7295160701815,0.8161953381180397
204,-1553.533244920938,1283.1638299472918,-1765.2665704495034,0.8153791427799216
205,-1939.713099632752,1324.4087330885009,-1757.2322882503067,0.8145637636371417
206,-1603.7678394313996,1273.4702262875999,-1756.0494409010944,0.8137491998735046
207,-1854.335640680487,1366.7330241146155,-1762.3093999422815,0.812935450673631
208,-1612.636644783282,1400.0244298555215,-1755.7686065810767,0.8121225152229574
209,-2098.9229629955976,1294.0974232672309,-1762.8503550127987,0.8113103927077344
210,-1776.422416143174,1391.2967477560699,-1764.4637642875086,0.8104990823150267
211,-1699.9866482175416,1286.926464229442,-1766.6946132230908,0.8096885832327116
212,-1566.937650275008,1208.5501001833386,-1766.9243804429477,0.8088788946494789
213,-2116.730077958946,1281.1367186392968,-1781.6263977437777,0.8080700157548294
214,-1773.6176213928393,1351.0200809285593,-1787.5730559951844,0.8072619457390746
215,-2054.454805756916,1323.2429087259438,-1789.2654969694142,0.8064546837933355
216,-1557.7379794726457,1273.0253196484298,-1784.3393914435594,0.8056482291095421
217,-1602.3016040373655,1195.9733944824345,-1786.260503827888,0.8048425808804326
218,-1502.321792497875,1291.3478616652503,-1779.0928353542074,0.8040377382995522
219,-1264.0882854200745,1057.0588569467163,-1771.3268752629208,0.8032337005612527
220,-1634.7442854064977,1320.5601049800239,-1764.7295606719208,0.8024304668606914
221,-1550.7153063511416,1249.635204234095,-1755.0846048752242,0.8016280363938307
222,-1735.6139463687264,1340.5386225493178,-1745.9009431939742,0.8008264083574369
223,-1804.6413563999863,1291.4109042666578,-1746.2443954114788,0.8000255819490795
224,-1639.207481098916,1284.3133207326107,-1741.6020003961637,0.7992255563671304
225,-1763.4503201727657,1268.991880115177,-1745.7867990797388,0.7984263308107633
226,-1836.005202604129,1352.4784684027518,-1755.331864035015,0.7976279044799526
227,-1838.9953316439035,1444.2317516430176,-1748.1212665410326,0.7968302765754727
228,-1523.6503356857013,1078.2502237904675,-1748.6490645091708,0.7960334462988972
229,-1946.4751876182756,1283.5584584121834,-1758.55861242382,0.7952374128525983
230,-1423.3533096466915,1193.1188730977944,-1761.1692475897732,0.7944421754397457
231,-1490.0873553504387,1211.5603202336258,-1758.1079821341712,0.7936477332643059
232,-1849.6818055256385,1257.6917570260111,-1750.7983229698539,0.7928540855310416
233,-1880.1963643981085,1214.1155026614001,-1752.1381312383317,0.7920612314455105
234,-1787.2257953102053,1340.9284826989062,-1746.3708418095434,0.7912691702140651
235,-1618.2504362946486,1317.341957529766,-1746.2140488594239,0.790477901043851
236,-2563.579654933493,1291.8586910465717,-1756.1358726784485,0.7896874231428072
237,-1417.830876140824,1132.1122507605492,-1748.882323155291,0.7888977357196644
238,-1684.740749911082,1258.4951671192487,-1741.5394845215353,0.7881088379839447
239,-1863.7107812119818,1265.6432021002083,-1749.9934925714476,0.7873207291459607
240,-1591.8492679618814,1244.0995119745876,-1749.053918510339,0.7865334084168147
241,-1261.9551428730247,1088.1489367997972,-1741.726764469085,0.7857468750083979
242,-1772.7977760811425,1399.7485173874281,-1745.2601342456767,0.7849611281333895
243,-1805.9372992384644,1231.819513306012,-1742.4369900746565,0.784176167005256
244,-1471.239302870092,1273.8262019133945,-1740.1634534948823,0.7833919908382508
245,-1524.1077783830942,1320.3156022553967,-1740.0865581751066,0.7826085988474126
246,-1616.2453137366945,1358.1618371500574,-1742.4214316343161,0.7818259902485653
247,-1885.2682827709937,1408.237803780958,-1750.486220051105,0.7810441642583167
248,-1730.7240666880564,1234.2450928501235,-1748.0171041233552,0.7802631200940584
249,-2356.020466016238,1248.7491556918833,-1757.341187027799,0.7794828569739644
250,-1652.3965223937414,1270.722681595828,-1759.5598502130636,0.7787033741169904
251,-2206.468112214006,1311.9862520705829,-1756.4988877403262,0.7779246707428734
252,-1580.906805695349,1311.3212037968985,-1750.2474311314174,0.7771467460721305
253,-1461.1864090635015,1232.6576060423338,-1726.9353348335258,0.7763695993260584
254,-1422.5800260103235,1264.4033506735486,-1724.3162704553135,0.7755932297267324
255,-1877.4986632322002,1268.9491088214666,-1723.0719817273023,0.7748176364970056
256,-1627.3835059954386,1308.1608121726304,-1723.544295058583,0.7740428188605086
257,-1651.6432428181838,1182.7005589091775,-1719.4904471013372,0.7732687760416481
258,-1544.1832104005177,1282.4554736003452,-1718.1213784136814,0.7724955072656065
259,-1400.1925153721452,1152.1739331572712,-1704.1467694612124,0.7717230117583408
260,-1825.3853301109643,1427.3735534073094,-1705.1260277405681,0.7709512887465825
261,-1924.4869936585023,1320.0328916084427,-1709.6160346493875,0.7701803374578359
262,-1840.9095455471272,1415.156363698085,-1715.09547255483,0.7694101571203781
263,-1867.5809603631535,1288.8045652168094,-1710.1124902029142,0.7686407469632577
264,-1810.6429370823396,1344.804850736836,-1710.8529965167043,0.7678721062162944
265,-1810.2216860248222,1442.3668160595962,-1705.9683341220623,0.7671042341100781
266,-1416.2494773482765,1186.7079848988508,-1703.1385640795747,0.766337129875968
267,-1635.596938399868,1299.8646255999122,-1703.8044707668253,0.7655707927460921
268,-1975.9264377287616,1237.4487625857957,-1713.2765636714425,0.764805221953346
269,-1834.0623699628559,1241.2332466419045,-1724.6760453622985,0.7640404167313927
270,-1859.598776781553,1370.3531777328008,-1729.1731351897993,0.7632763763146613
271,-1640.4663911984144,1227.6661967450214,-1730.9681568867447,0.7625130999383466
272,-1806.6943164109293,1271.2712109406195,-1732.3897642875888,0.7617505868384082
273,-1560.2050373481554,1226.3692807277075,-1727.5010379065525,0.7609888362515699
274,-1712.5223414564168,1220.8455904677676,-1728.9673351137023,0.7602278474153183
275,-1630.7716657211527,1224.8184287319496,-1726.3137620246698,0.759467619567903
276,-1546.2224741288658,1309.1483160859104,-1720.518107455165,0.7587081519483351
277,-1732.7227881269546,1237.1831236340822,-1718.3926565848255,0.7579494437963867
278,-2257.9120586512045,1329.3711482530662,-1733.0778910441359,0.7571914943525904
279,-1503.537402207461,1276.1249348049737,-1724.2191353359196,0.7564343028582378
280,-1371.1508653400408,1199.0513495578818,-1723.1750864497862,0.7556778685553796
281,-1355.11422577901,1169.7428171860065,-1720.475623858358,0.7549221906868242
282,-1817.1364788957603,1441.7227925353623,-1719.8247173257603,0.7541672684961374
283,-1495.2150011967665,1233.3183341311776,-1712.1250900617338,0.7534131012276413
284,-1732.6731121317036,1178.77850448492,-1711.0340363981634,0.7526596881264136
285,-1776.089196875038,1411.0177979166922,-1714.1908116097713,0.7519070284382872
286,-1992.964507192991,1303.9522310523093,-1702.7785086549611,0.7511551214098489
287,-1641.1538312296557,1277.9942196711174,-1707.244967756738,0.750403966288439
288,-2074.6884403477197,1260.043373112174,-1715.0439215654708,0.7496535623221505
289,-1429.6660911419926,1143.5690607613285,-1706.3630277640707,0.7489039087598284
290,-1620.892802114282,1249.2806576662842,-1706.943898447119,0.7481550048510686
291,-1819.9234475404928,1404.0322434763873,-1718.1032645404682,0.7474068498462175
292,-1556.4798239418622,1187.0706228055603,-1713.7769054976827,0.7466594429963713
293,-1951.822698361744,1507.6102795756474,-1716.6946134801485,0.745912783553375
294,-1789.9564537253773,1251.9286706488635,-1723.0689564972542,0.7451668707698216
295,-1439.4668015007571,1207.5362010005051,-1721.3761369596075,0.7444217038990517
296,-1690.6158252497871,1363.2438834998584,-1722.863547189869,0.7436772821951526
297,-1611.8873460239076,1302.1248973492718,-1717.3959284549276,0.7429336049129575
298,-2229.6253456558597,1382.6002304372398,-1727.3739540342838,0.7421906713080445
299,-2348.389347386902,1412.5435765976288,-1727.221331661697,0.7414484806367364
300,-1572.6428894565033,1163.8916606416956,-1725.626259002952,0.7407070321560997
301,-1724.142003067514,1314.0530020450087,-1715.9797368200223,0.7399663251239436
302,-1512.723398855376,1084.8023614081606,-1714.6160686832227,0.7392263587988196
303,-2444.0385494194647,1330.0726141711166,-1734.2731114903422,0.7384871324400207
304,-1375.798947571613,1140.440965047742,-1733.3374899215678,0.7377486453075807
305,-1744.4791604235495,1277.3795480227948,-1730.677099865395,0.737010896662273
306,-1594.7132528259103,1231.408835217274,-1730.023694802004,0.7362738857656108
307,-1567.3973332353687,1242.1454421996325,-1728.3387766103478,0.7355376118798452
308,-1622.224545862276,1271.4385614378098,-1729.8996033195829,0.7348020742679654
309,-1647.418064506471,1245.4058731676562,-1734.8441143022699,0.7340672721936974
310,-1568.0079437908876,1214.3552958605912,-1729.696566575868,0.7333332049215037
311,-1523.0798409264005,1130.7698939509346,-1721.668423521226,0.7325998717165821
312,-1920.825602716703,1348.2777153514323,-1723.2667446646176,0.7318672718448656
313,-1367.3974704715472,1171.4899803143642,-1713.2630748667857,0.7311354045730207
314,-1857.739102448654,1208.1306140015904,-1714.2049981741118,0.7304042691684477
315,-1760.8574946263961,1365.0812006799367,-1713.217714346143,0.7296738648992792
316,-1921.3866246085402,1152.9084532074685,-1723.3204572913485,0.7289441910343799
317,-1713.9191858670222,1256.5067969019049,-1724.8869022406914,0.7282152468433455
318,-1886.1782500351871,1299.8938333567912,-1723.0919384868203,0.7274870315965022
319,-1451.358740610223,1058.403439841976,-1715.4378658997673,0.7267595445649057
320,-1580.0490500766343,1345.024366717757,-1709.8468713656687,0.7260327850203407
321,-1738.2732848581295,1194.7372032582045,-1711.8030092388633,0.7253067522353204
322,-1760.8229407287918,1412.9319604858613,-1710.8855817252206,0.724581445483085
323,-1701.0183921884784,1349.6321726274236,-1713.7018488220267,0.723856864037602
324,-1692.550283607715,1237.3668557384772,-1713.3024076650527,0.7231330071735643
325,-1952.611367542362,1269.1523847476233,-1719.739201701477,0.7224098741663908
326,-1679.2921998037937,1258.7281332025293,-1722.4005962149756,0.7216874642922244
327,-1751.7504407736014,1404.1002938490676,-1722.7811492679084,0.7209657768279322
328,-1698.1894733005095,1339.1971488670065,-1711.5866975608942,0.7202448110511043
329,-1392.4774892363916,1115.0384581139272,-1709.365499301473,0.7195245662400531
330,-1604.8724344657603,1287.9953383128227,-1714.039930683988,0.7188050416738131
331,-1723.6197101421862,1322.0218688487514,-1721.4100403712512,0.7180862366321393
332,-1621.972589195902,1319.6531802232196,-1717.506762577254,0.7173681503955072
333,-1380.8796778243723,1126.928118549581,-1715.220056109806,0.7166507822451117
334,-1472.5204457395928,1297.4657138263954,-1710.017002781964,0.7159341314628666
335,-1597.269534793411,1143.0458931572705,-1706.4406095403313,0.7152181973314037
336,-1596.8560135147086,1301.6790090098054,-1698.518439666766,0.7145029791340722
337,-1288.6289167903121,1131.3692778602078,-1691.4679413779793,0.7137884761549381
338,-1897.2568076082134,1292.3435552838314,-1687.9193087231888,0.7130746876787832
339,-1489.4960098174704,1257.4515271236216,-1689.115907096698,0.7123616129911045
340,-1659.4999062831241,1269.9620754550242,-1689.8880491800749,0.7116492513781133
341,-1690.9274036069248,1266.0587103795435,-1687.3081283014042,0.7109376021267352
342,-1823.4984754629654,1293.2161628385084,-1692.648501331826,0.7102266645246085
343,-1624.7021594255652,1327.3014396170431,-1686.1060905531021,0.7095164378600839
344,-2006.4887652594302,1376.0311628467296,-1690.4367367837833,0.7088069214222238
345,-1644.5362823730336,1185.5407334445777,-1694.5381264012292,0.7080981145008015
346,-1649.5763891328784,1249.704337926241,-1693.717337678891,0.7073900163863007
347,-1476.5517905559664,1201.6570370731977,-1691.010626569532,0.7066826263699144
348,-1782.215722578319,1411.8104817188798,-1682.062434107981,0.7059759437435444
349,-1577.4455571749888,1356.1637047833258,-1666.6435583037426,0.7052699677998009
350,-1967.3630511128865,1273.5477371378458,-1674.5379615368702,0.704564697832001
351,-1617.695496440115,1326.3303309600767,-1672.4090314043226,0.7038601331341691
352,-1663.998764210022,1329.7408428066817,-1675.4345387114151,0.7031562730010349
353,-1708.879705757119,1380.5222747855105,-1660.7313618381686,0.7024531167280339
354,-1679.406435782106,1426.8042905214045,-1666.8035116023786,0.7017506636113059
355,-1533.2655459010152,1272.5385081724946,-1662.5792393119277,0.7010489129476946
